streetNumber,streetName,streetType,suburb,postcode,state,geoLocation/latitude,geoLocation/longitude,propertyType,bedrooms,bathrooms,carspaces,price,result,agent,id,agencyId,agencyName,agencyProfilePageUrl,propertyDetailsUrl,unitNumber
43,Lindisfarne,Dr,Burwood East,3151,Vic,-37.8553874,145.1501081,House,8,3,5,1190500,AUSD,HAR Judd White,2017776319,17402,Harcourts Judd White,https://www.domain.com.au/real-estate-agencies/harcourtsjuddwhite-17402,https://www.domain.com.au/43-lindisfarne-drive-burwood-east-vic-3151-2017776319,
20,Egret,Cr,Cairnlea,3023,Vic,-37.7482414,144.7841657,House,4,3,2,1360000,AUSP,Barry Plant Sunshine,2017783237,8753,Barry Plant Sunshine,https://www.domain.com.au/real-estate-agencies/barryplantsunshine-8753,https://www.domain.com.au/20-egret-crescent-cairnlea-vic-3023-2017783237,
41,Athelstan,Rd,Camberwell,3124,Vic,-37.8423155,145.06452,House,4,2,1,2725000,AUSD,Fletchers Canterbury,2017803665,3923,Fletchers Canterbury,https://www.domain.com.au/real-estate-agencies/fletcherscanterbury-3923,https://www.domain.com.au/41-athelstan-road-camberwell-vic-3124-2017803665,
45,Broadway,,Camberwell,3124,Vic,-37.825013,145.0620705,House,5,2,3,,AUSD,Marshall White Balwyn,2017805162,18210,Marshall White Boroondara,https://www.domain.com.au/real-estate-agencies/marshallwhiteboroondara-18210,https://www.domain.com.au/45-broadway-camberwell-vic-3124-2017805162,
4,Gilmour,Rd,Camberwell,3124,Vic,-37.8414337,145.0908422,House,4,2,2,,AUSP,Shelter Real Estate,2017798755,33086,Shelter Real Estate,https://www.domain.com.au/real-estate-agencies/shelterrealestate-33086,https://www.domain.com.au/4-gilmour-road-camberwell-vic-3124-2017798755,
10a,Grace,St,Camberwell,3124,Vic,-37.843248,145.0585425,House,4,3,2,,AUSD,Marshall White Balwyn,2017798846,18210,Marshall White Boroondara,https://www.domain.com.au/real-estate-agencies/marshallwhiteboroondara-18210,https://www.domain.com.au/10a-grace-street-camberwell-vic-3124-2017798846,
23,Milverton,St,Camberwell,3124,Vic,-37.8479889,145.0854995,House,4,2,2,,AUSD,Jellis Craig - Boroondara,2017790011,6525, Jellis Craig & Company Pty Ltd,https://www.domain.com.au/real-estate-agencies/jelliscraigcompanyptyltd-6525,https://www.domain.com.au/23-milverton-street-camberwell-vic-3124-2017790011,
903,Riversdale,Rd,Camberwell,3124,Vic,-37.8348854,145.09151,Townhouse,2,2,2,,AUSP,Fitch Partners,2017771465,32762,Fitch Partners,https://www.domain.com.au/real-estate-agencies/fitchpartners-32762,https://www.domain.com.au/12-903-riversdale-road-camberwell-vic-3124-2017771465,12
981,Toorak,Rd,Camberwell,3124,Vic,-37.8466062,145.0637561,House,3,1,2,,AUWD,Jellis Craig - Boroondara,2017791425,6525, Jellis Craig & Company Pty Ltd,https://www.domain.com.au/real-estate-agencies/jelliscraigcompanyptyltd-6525,https://www.domain.com.au/981-toorak-road-camberwell-vic-3124-2017791425,
12,Shaw,St,Camperdown,3260,Vic,-38.2383329,143.1403905,House,2,1,1,,AUSP,RW Rural Camperdown,2017778062,5584,Ray White Rural Camperdown,https://www.domain.com.au/real-estate-agencies/raywhiteruralcamperdown-5584,https://www.domain.com.au/12-shaw-street-camperdown-vic-3260-2017778062,
42,Faversham,Rd,Canterbury,3126,Vic,-37.8201686,145.0856945,Unit,2,1,1,,AUSP,Fletchers Canterbury,2017782577,3923,Fletchers Canterbury,https://www.domain.com.au/real-estate-agencies/fletcherscanterbury-3923,https://www.domain.com.au/5-42-faversham-road-canterbury-vic-3126-2017782577,5
33,Logan,St,Canterbury,3126,Vic,-37.827022,145.078469,Villa,2,1,1,,AUSP,Fellowship Kew,2017791408,6525, Jellis Craig & Company Pty Ltd,https://www.domain.com.au/real-estate-agencies/jelliscraigcompanyptyltd-6525,https://www.domain.com.au/2-33-logan-street-canterbury-vic-3126-2017791408,2
10A,Monomeath,Av,Canterbury,3126,Vic,-37.8218022,145.0742194,House,3,2,2,,AUWD,Kay & Burton - Hawthorn,2017792358,18650,Kay & Burton Hawthorn,https://www.domain.com.au/real-estate-agencies/kayburtonhawthorn-18650,https://www.domain.com.au/property-profile/10a-monomeath-avenue-canterbury-vic-3126,
84,Wattle Valley,Rd,Canterbury,3126,Vic,-37.832893,145.0819451,House,5,3,2,,AUSD,Jellis Craig - Boroondara,2017793215,6525, Jellis Craig & Company Pty Ltd,https://www.domain.com.au/real-estate-agencies/jelliscraigcompanyptyltd-6525,https://www.domain.com.au/84-wattle-valley-road-canterbury-vic-3126-2017793215,
14,Winson Green,Rd,Canterbury,3126,Vic,-37.8203966,145.0844655,House,4,3,2,,AUSP,Fellowship Kew,2017792463,6525, Jellis Craig & Company Pty Ltd,https://www.domain.com.au/real-estate-agencies/jelliscraigcompanyptyltd-6525,https://www.domain.com.au/14-winson-green-road-canterbury-vic-3126-2017792463,
132-150,Faraday,St,Carlton,3053,Vic,-37.7988089,144.9700073,House,4,2,1,,AUWD,Jellis Craig Fitzroy,2017560544,3709,Jellis Craig Fitzroy,https://www.domain.com.au/real-estate-agencies/jelliscraigfitzroy-3709,https://www.domain.com.au/136-faraday-street-carlton-vic-3053-2017560544,
15,Keppel,St,Carlton,3053,Vic,-37.7968752,144.9668509,Unit,2,1,1,706000,AUSD,Woodards,2017792775,19,Woodards,https://www.domain.com.au/real-estate-agencies/woodards-19,https://www.domain.com.au/3-15-keppel-street-carlton-vic-3053-2017792775,3
60-62,Macarthur,Pl N,Carlton,3053,Vic,-37.7979721,144.9711319,House,3,2,1,2318000,AUSD,Jellis Craig Brunswick,2017811165,6216,Jellis Craig - Brunswick,https://www.domain.com.au/real-estate-agencies/jelliscraigbrunswick-6216,https://www.domain.com.au/60-macarthur-place-north-carlton-vic-3053-2017811165,
595,Canning,St,Carlton North,3054,Vic,-37.7820424,144.975199,House,3,2,0,2500000,AUVB,Nelson Alexander Carlton,2017732145,4719,Nelson Alexander | Carlton,https://www.domain.com.au/real-estate-agencies/nelsonalexandercarlton-4719,https://www.domain.com.au/595-canning-street-carlton-north-vic-3054-2017732145,
829,Drummond,St,Carlton North,3054,Vic,-37.7850603,144.9708855,House,2,1,2,3000000,AUVB,Nelson Alexander Carlton,2017801842,4719,Nelson Alexander | Carlton,https://www.domain.com.au/real-estate-agencies/nelsonalexandercarlton-4719,https://www.domain.com.au/829-drummond-street-carlton-north-vic-3054-2017801842,
1023,Rathdowne,St,Carlton North,3054,Vic,-37.7799405,144.9732232,Unit,2,1,1,740000,AUVB,Nelson Alexander Carlton,2017718813,4719,Nelson Alexander | Carlton,https://www.domain.com.au/real-estate-agencies/nelsonalexandercarlton-4719,https://www.domain.com.au/3-1023-rathdowne-street-carlton-north-vic-3054-2017718813,3
22,Buckley,St,Carnegie,3163,Vic,-37.8866967,145.0520373,House,4,1,2,1173000,AUSD,Gary Peer,2017789819,26354,   Gary Peer,https://www.domain.com.au/real-estate-agencies/garypeer-26354,https://www.domain.com.au/22-buckley-street-carnegie-vic-3163-2017789819,
28,Jersey,Pde,Carnegie,3163,Vic,-37.8878999,145.0602399,Unit,3,2,2,925000,AUSP,Jellis Craig Carnegie,2017794690,30115,Jellis Craig Carnegie,https://www.domain.com.au/real-estate-agencies/jelliscraigcarnegie-30115,https://www.domain.com.au/10-28-jersey-parade-carnegie-vic-3163-2017794690,10
10,Cook,St,Caroline Springs,3023,Vic,-37.7248775,144.735733,House,4,2,2,710000,AUSD,White Knight Estate Agents,2017805774,31333,White Knight Estate Agents,https://www.domain.com.au/real-estate-agencies/whiteknightestateagents-31333,https://www.domain.com.au/10-cook-street-caroline-springs-vic-3023-2017805774,
7,Jackson,Pl,Caroline Springs,3023,Vic,-37.7504774,144.7369558,House,5,3,5,1450000,AUHB,Reliance Caroline Springs Pty Ltd,2017796302,30810,Reliance Caroline Springs Pty Ltd,https://www.domain.com.au/real-estate-agencies/reliancecarolinespringsptyltd-30810,https://www.domain.com.au/7-jackson-place-caroline-springs-vic-3023-2017796302,
5,Nullarbor,Pl,Caroline Springs,3023,Vic,-37.7452971,144.725179,House,4,2,2,868000,AUSD,White Knight Estate Agents,2017775375,31333,White Knight Estate Agents,https://www.domain.com.au/real-estate-agencies/whiteknightestateagents-31333,https://www.domain.com.au/5-nullarbor-place-caroline-springs-vic-3023-2017775375,
7,Smethwick,Grn,Caroline Springs,3023,Vic,-37.7409754,144.7293833,House,4,2,2,770000,AUSD,Sweeney Caroline Springs,2017800989,7932,Sweeney Estate Agents Caroline Springs,https://www.domain.com.au/real-estate-agencies/sweeneyestateagentscarolinesprings-7932,https://www.domain.com.au/7-smethwick-green-caroline-springs-vic-3023-2017800989,
28,The Grange,,Caroline Springs,3023,Vic,-37.7343639,144.7324937,House,4,2,2,1181500,AUSP,N7 Real Estate Caroline Springs,2017791706,18250,N7 Real Estate Caroline Springs,https://www.domain.com.au/real-estate-agencies/n7realestatecarolinesprings-18250,https://www.domain.com.au/28-the-grange-caroline-springs-vic-3023-2017791706,
8,Canberra,St,Carrum,3197,Vic,-38.0731333,145.1347267,Townhouse,4,3,2,,AUWD,Buxton Hampton East,2017798782,3938,Buxton Hampton East,https://www.domain.com.au/real-estate-agencies/buxtonhamptoneast-3938,https://www.domain.com.au/5-8-canberra-street-carrum-vic-3197-2017798782,5
5,Anderson,St,Caulfield North,3161,Vic,-37.8810184,145.0242336,Unit,3,1,1,675000,AUVB,Gary Peer,2017793168,273, Gary Peer,https://www.domain.com.au/real-estate-agencies/garypeer-273,https://www.domain.com.au/3-5-anderson-street-caulfield-north-vic-3161-2017793168,3
11,Carnarvon,Rd,Caulfield North,3161,Vic,-37.8684106,145.0287974,House,3,1,2,,AUPN,Marshall White Stonnington,2017796662,4450,Marshall White Stonnington,https://www.domain.com.au/real-estate-agencies/marshallwhitestonnington-4450,https://www.domain.com.au/11-carnarvon-road-caulfield-north-vic-3161-2017796662,
4A,Raymond,Gr,Caulfield South,3162,Vic,-37.8999913,145.0186488,House,2,1,3,,AUSP,Gary Peer,2017789435,273, Gary Peer,https://www.domain.com.au/real-estate-agencies/garypeer-273,https://www.domain.com.au/4a-raymond-grove-caulfield-south-vic-3162-2017789435,
44,Kierens,Wy,Chadstone,3148,Vic,-37.8852712,145.1057837,House,2,1,1,,AUPI,BP Monash,2017789708,18349,Barry Plant Monash,https://www.domain.com.au/real-estate-agencies/barryplantmonash-18349,https://www.domain.com.au/44-kierens-way-chadstone-vic-3148-2017789708,
7,Moona,Ct,Chadstone,3148,Vic,-37.8804259,145.0970039,Townhouse,4,2,2,,AUPI,HAR First,2017787186,29341,Harcourts First,https://www.domain.com.au/real-estate-agencies/harcourtsfirst-29341,https://www.domain.com.au/1-7-moona-court-chadstone-vic-3148-2017787186,1
37,Ella,Gr,Chelsea,3196,Vic,-38.0429407,145.1216122,House,3,2,2,1240000,AUSD,Buxton Chelsea,2017795110,4316,Buxton Chelsea,https://www.domain.com.au/real-estate-agencies/buxtonchelsea-4316,https://www.domain.com.au/1-37-ella-grove-chelsea-vic-3196-2017795110,1
29,Embankment,Gr,Chelsea,3196,Vic,-38.0477763,145.1182502,Unit,2,1,1,685000,AUSP,Area Specialist Keysborough,2017807444,31225,Area Specialist Keysborough,https://www.domain.com.au/real-estate-agencies/areaspecialistkeysborough-31225,https://www.domain.com.au/2-29-embankment-grove-chelsea-vic-3196-2017807444,2
20,Armistan,Cr,Chelsea Heights,3196,Vic,-38.0323862,145.1323024,House,4,2,2,1200000,AUSD,Property One Sales & Management PTY,2017807056,30138,Property One Sales & Management,https://www.domain.com.au/real-estate-agencies/propertyonesalesmanagement-30138,https://www.domain.com.au/20-armistan-crescent-chelsea-heights-vic-3196-2017807056,
42,Jabiru,Dr,Chelsea Heights,3196,Vic,-38.04951746,145.1355738,House,4,3,2,,AUWD,Buxton Chelsea,2017801845,4316,Buxton Chelsea,https://www.domain.com.au/real-estate-agencies/buxtonchelsea-4316,https://www.domain.com.au/42-jabiru-drive-chelsea-heights-vic-3196-2017801845,
27,Heather,Gr,Cheltenham,3192,Vic,-37.960668,145.049728,Unit,2,1,1,568000,AUSD,Buxton Mentone,2017814839,3937,Buxton Real Estate Mentone,https://www.domain.com.au/real-estate-agencies/buxtonrealestatementone-3937,https://www.domain.com.au/3-27-heather-grove-cheltenham-vic-3192-2017814839,3
4,Moonda,Gr,Cheltenham,3192,Vic,-37.9685326,145.0672335,House,4,2,2,1415000,AUSA,Ray White Cheltenham,2017791808,6378,Ray White Cheltenham,https://www.domain.com.au/real-estate-agencies/rwcheltenham,https://www.domain.com.au/4-moonda-grove-cheltenham-vic-3192-2017791808,
10,Mulberry,Av,Cheltenham,3192,Vic,-37.9555809,145.0676545,Townhouse,3,2,2,862000,AUSD,Ray White Cheltenham,2017804280,6378,Ray White Cheltenham,https://www.domain.com.au/real-estate-agencies/rwcheltenham,https://www.domain.com.au/10-mulberry-avenue-cheltenham-vic-3192-2017804280,
1,Nova,Ct,Cheltenham,3192,Vic,-37.9619087,145.0770553,House,4,2,4,1650000,AUSP,Greg Hocking Bayside Living,2017799170,4317,Greg Hocking Bayside Living ,https://www.domain.com.au/real-estate-agencies/greghockingbaysideliving-4317,https://www.domain.com.au/1-nova-court-cheltenham-vic-3192-2017799170,
7a,Plunkett,St,Cheltenham,3192,Vic,-37.9647883,145.0633353,Townhouse,4,3,2,,AUWD,Branon Real Estate,2017828683,33322,Branon Real Estate,https://www.domain.com.au/real-estate-agencies/branonrealestate-33322,https://www.domain.com.au/7a-plunkett-street-cheltenham-vic-3192-2017828683,
9-Nov,Radcliff,Av,Cheltenham,3192,Vic,-37.9598762,145.0592919,Unit,2,1,1,685000,AUSD,Ray White Cheltenham,2017795586,6378,Ray White Cheltenham,https://www.domain.com.au/real-estate-agencies/rwcheltenham,https://www.domain.com.au/8-9-11-radcliff-avenue-cheltenham-vic-3192-2017795586,8
7,Alkira,Cl,Clarinda,3169,Vic,-37.93653,145.1016147,House,3,2,2,1185000,AUSP,Buxton Oakleigh,2017802856,18667,Buxton Oakleigh,https://www.domain.com.au/real-estate-agencies/buxtonoakleigh-18667,https://www.domain.com.au/7-alkira-close-clarinda-vic-3169-2017802856,
9,Colonel,St,Clayton,3168,Vic,-37.9198658,145.1168433,Unit,3,2,2,,AUPI,Darras & Zervas Estate Agents,2017788302,20657,Darras & Zervas Estate Agents,https://www.domain.com.au/real-estate-agencies/darraszervasestateagents-20657,https://www.domain.com.au/1-9-colonel-street-clayton-vic-3168-2017788302,1
42,Evelyn,St,Clayton,3168,Vic,-37.921234,145.131484,Townhouse,3,2,2,,AUWD,FN JXRE,2017758716,29763,First National JXRE,https://www.domain.com.au/real-estate-agencies/firstnationaljxre-29763,https://www.domain.com.au/5-42-evelyn-street-clayton-vic-3168-2017758716,5
17,Fortuna,St,Clayton,3168,Vic,-37.9195979,145.1292629,Townhouse,3,2,2,830000,AUSD,FN JXRE,2017766000,29763,First National JXRE,https://www.domain.com.au/real-estate-agencies/firstnationaljxre-29763,https://www.domain.com.au/17-fortuna-street-clayton-vic-3168-2017766000,
56,Jaguar,Dr,Clayton,3168,Vic,-37.9269881,145.1319699,Unit,3,2,2,780000,AUSD,RW Clayton,2017719400,31451,Ray White Clayton,https://www.domain.com.au/real-estate-agencies/raywhiteclayton-31451,https://www.domain.com.au/1-56-jaguar-drive-clayton-vic-3168-2017719400,1
22,Panorama,St,Clayton,3168,Vic,-37.9191269,145.1302994,Townhouse,3,2,2,,AUPI,RW Clayton,2017776277,31451,Ray White Clayton,https://www.domain.com.au/real-estate-agencies/raywhiteclayton-31451,https://www.domain.com.au/3-22-panorama-street-clayton-vic-3168-2017776277,3
9,Stockdale,Av,Clayton,3168,Vic,-37.9077031,145.126095,House,6,2,4,1530000,AUSD,RW Colyton,2017658031,31451,Ray White Clayton,https://www.domain.com.au/real-estate-agencies/raywhiteclayton-31451,https://www.domain.com.au/9-stockdale-avenue-clayton-vic-3168-2017658031,
7,Amos,Ct,Clayton South,3169,Vic,-37.9569532,145.1354905,House,3,1,2,800000,AUSD,RW Clayton,2017670567,31451,Ray White Clayton,https://www.domain.com.au/real-estate-agencies/raywhiteclayton-31451,https://www.domain.com.au/7-amos-court-clayton-south-vic-3169-2017670567,
6,Botanic,Dr,Clayton South,3169,Vic,-37.9395096,145.1364086,Townhouse,3,2,2,838000,AUSD,HAR First,2017789653,29341,Harcourts First,https://www.domain.com.au/real-estate-agencies/harcourtsfirst-29341,https://www.domain.com.au/6-botanic-drive-clayton-south-vic-3169-2017789653,
4,Scott,Av,Clayton South,3169,Vic,-37.9490312,145.1377343,House,3,1,2,,AUSD,Ray White Carnegie,2017797854,5958,Ray White Carnegie,https://www.domain.com.au/real-estate-agencies/raywhitecarnegie-5958,https://www.domain.com.au/4-scott-avenue-clayton-south-vic-3169-2017797854,
4,Caroline,St,Clifton Hill,3068,Vic,-37.789482,144.9981256,House,4,2,2,,AUWD,Jellis Craig Fitzroy,2017799885,3709,Jellis Craig Fitzroy,https://www.domain.com.au/real-estate-agencies/jelliscraigfitzroy-3709,https://www.domain.com.au/4-caroline-street-clifton-hill-vic-3068-2017799885,
31,Dally,St,Clifton Hill,3068,Vic,-37.7924122,144.9989326,House,3,2,1,1686000,AUSD,Nelson Alexander Commercial,2017796110,4718,Nelson Alexander Fitzroy,https://www.domain.com.au/real-estate-agencies/nelsonalexanderfitzroy-4718,https://www.domain.com.au/31-dally-street-clifton-hill-vic-3068-2017796110,
30,Grant,St,Clifton Hill,3068,Vic,-37.7892177,144.9965654,House,2,1,2,,AUPN,Nelson Alexander Commercial,2017801517,4718,Nelson Alexander Fitzroy,https://www.domain.com.au/real-estate-agencies/nelsonalexanderfitzroy-4718,https://www.domain.com.au/30-grant-street-clifton-hill-vic-3068-2017801517,
8,Myrtle,St,Clifton Hill,3068,Vic,-37.7921918,144.9965331,House,3,1,1,1800000,AUHB,Jellis Craig Fitzroy,2017803762,3709,Jellis Craig Fitzroy,https://www.domain.com.au/real-estate-agencies/jelliscraigfitzroy-3709,https://www.domain.com.au/8-myrtle-street-clifton-hill-vic-3068-2017803762,
122-138,Roseneath,St,Clifton Hill,3068,Vic,-37.7933487,144.999137,Townhouse,3,2,2,,AUPN,Nelson Alexander Commercial,2017797115,4718,Nelson Alexander Fitzroy,https://www.domain.com.au/real-estate-agencies/nelsonalexanderfitzroy-4718,https://www.domain.com.au/15-122-roseneath-street-clifton-hill-vic-3068-2017797115,15
4,Brown,St,Coburg,3058,Vic,-37.7474368,144.9648082,House,2,1,0,813000,AUSP,Barry Plant Coburg,2017797215,6048,Barry Plant Coburg,https://www.domain.com.au/real-estate-agencies/bpdcoburg,https://www.domain.com.au/4-brown-street-coburg-vic-3058-2017797215,
12,Clifton,Gr,Coburg,3058,Vic,-37.7392868,144.9577204,House,5,2,6,1400000,AUHB,Del Monte Real Estate - East Ivanhoe,2017790085,19465,Del Monte Real Estate East Ivanhoe,https://www.domain.com.au/real-estate-agencies/delmonterealestateeastivanhoe-19465,https://www.domain.com.au/12-clifton-grove-coburg-vic-3058-2017790085,
2A,Coburg,St,Coburg,3058,Vic,-37.7504398,144.9704552,House,2,1,1,885000,AUSD,Nelson Alexander ; Coburg,2017801772,22514,Nelson Alexander | Coburg,https://www.domain.com.au/real-estate-agencies/nelsonalexandercoburg-22514,https://www.domain.com.au/2a-coburg-street-coburg-vic-3058-2017801772,
48,Coburg,St,Coburg,3058,Vic,-37.7462752,144.9713157,Townhouse,4,2,2,,AUSD,Jellis Craig Brunswick,2017797229,6216,Jellis Craig - Brunswick,https://www.domain.com.au/real-estate-agencies/jelliscraigbrunswick-6216,https://www.domain.com.au/1-48-coburg-street-coburg-vic-3058-2017797229,1
138,Gordon,St,Coburg,3058,Vic,-37.7441827,144.9495471,House,3,1,4,,AUWD,Jellis Craig Brunswick,2017790939,6216,Jellis Craig - Brunswick,https://www.domain.com.au/real-estate-agencies/jelliscraigbrunswick-6216,https://www.domain.com.au/138-gordon-street-coburg-vic-3058-2017790939,
194,Gordon,St,Coburg,3058,Vic,-37.7409245,144.9500633,House,2,1,1,,AUPI,Barry Plant Coburg,2017796655,6048,Barry Plant Coburg,https://www.domain.com.au/real-estate-agencies/bpdcoburg,https://www.domain.com.au/194-gordon-street-coburg-vic-3058-2017796655,
61,Huntington,Gr,Coburg,3058,Vic,-37.7470628,144.9760058,House,4,2,1,1605000,AUSD,Nelson Alexander ; Coburg,2017795639,22514,Nelson Alexander | Coburg,https://www.domain.com.au/real-estate-agencies/nelsonalexandercoburg-22514,https://www.domain.com.au/61-huntington-grove-coburg-vic-3058-2017795639,
115,The Avenue,,Coburg,3058,Vic,-37.7527773,144.971746,House,3,2,2,1400000,AUSP,Barry Plant Coburg,2017796720,6048,Barry Plant Coburg,https://www.domain.com.au/real-estate-agencies/bpdcoburg,https://www.domain.com.au/115-the-avenue-coburg-vic-3058-2017796720,
62,Elizabeth,St,Coburg North,3058,Vic,-37.7351613,144.9832535,House,2,1,2,782500,AUSD,Woodards,2017790248,19,Woodards,https://www.domain.com.au/real-estate-agencies/woodards-19,https://www.domain.com.au/62-elizabeth-street-coburg-north-vic-3058-2017790248,
15,Mashoobra,St,Coburg North,3058,Vic,-37.7220286,144.9557415,House,3,2,2,,AUPI,Barry Plant Coburg,2017796541,6048,Barry Plant Coburg,https://www.domain.com.au/real-estate-agencies/bpdcoburg,https://www.domain.com.au/15-mashoobra-street-coburg-north-vic-3058-2017796541,
72,Lauriston,Dr,Coldstream,3770,Vic,-37.7309216,145.3861125,House,4,2,9,825000,AUVB,Appleby Real Estate,2017753109,17065,Appleby Real Estate,https://www.domain.com.au/real-estate-agencies/applebyrealestate-17065,https://www.domain.com.au/72-lauriston-drive-coldstream-vic-3770-2017753109,
41,Campbell,St,Collingwood,3066,Vic,-37.8030421,144.9888832,House,2,1,0,,AUPI,Jellis Craig Fitzroy,2017796111,3709,Jellis Craig Fitzroy,https://www.domain.com.au/real-estate-agencies/jelliscraigfitzroy-3709,https://www.domain.com.au/41-campbell-street-collingwood-vic-3066-2017796111,
16,Dight,St,Collingwood,3066,Vic,-37.8033926,144.9885174,House,2,1,0,,AUSP,Belle Property Armadale,2017797860,3703,Belle Property Armadale,https://www.domain.com.au/real-estate-agencies/bellepropertyarmadale-3703,https://www.domain.com.au/16-dight-street-collingwood-vic-3066-2017797860,
7,Langridge,St,Collingwood,3066,Vic,-37.8064889,144.9840862,House,3,3,1,1430000,AUSD,Nelson Alexander Commercial,2017798873,4718,Nelson Alexander Fitzroy,https://www.domain.com.au/real-estate-agencies/nelsonalexanderfitzroy-4718,https://www.domain.com.au/7-langridge-street-collingwood-vic-3066-2017798873,
75,Little Oxford,St,Collingwood,3066,Vic,-37.8035552,144.9841817,House,3,2,0,,AUSD,Jellis Craig Fitzroy,2017783082,3709,Jellis Craig Fitzroy,https://www.domain.com.au/real-estate-agencies/jelliscraigfitzroy-3709,https://www.domain.com.au/75-little-oxford-street-collingwood-vic-3066-2017783082,
10,Cardiff,Ct,Craigieburn,3064,Vic,-37.6092705,144.9259564,House,3,2,2,632000,AUSD,Eview Group,2017797564,11919,Eview Group - Australia,https://www.domain.com.au/real-estate-agencies/eviewgroupaustralia-11919,https://www.domain.com.au/10-cardiff-court-craigieburn-vic-3064-2017797564,
24,Corringa,Wy,Craigieburn,3064,Vic,-37.586173,144.9155287,House,3,2,2,708000,AUSD,HAR Rata & Co,2017804841,30123,Harcourts Rata & Co,https://www.domain.com.au/real-estate-agencies/harcourtsrataco-30123,https://www.domain.com.au/24-corringa-way-craigieburn-vic-3064-2017804841,
9,Gateshead,St,Craigieburn,3064,Vic,-37.5705485,144.9050809,House,3,2,2,625000,AUSD,Ray White Epping,2017797213,12728,Ray White Epping,https://www.domain.com.au/real-estate-agencies/rwepping,https://www.domain.com.au/9-gateshead-street-craigieburn-vic-3064-2017797213,
22,Kangaroo,Rd,Craigieburn,3064,Vic,-37.5684852,144.9006533,House,3,2,2,620250,AUSD,YPA EA Craigieburn,2017790417,21927,YPA Estate Agents Craigieburn,https://www.domain.com.au/real-estate-agencies/ypaestateagentscraigieburn-21927,https://www.domain.com.au/22-kangaroo-road-craigieburn-vic-3064-2017790417,
21,Peppertree,Pde,Craigieburn,3064,Vic,-37.5679987,144.9077035,House,4,2,2,652500,AUSD,Di Battista Real Estate,2017822258,34112,Di Battista Real Estate,https://www.domain.com.au/real-estate-agencies/dibattistarealestate-34112,https://www.domain.com.au/21-peppertree-parade-craigieburn-vic-3064-2017822258,
7,Spotted Gum,Ct,Craigieburn,3064,Vic,-37.5814412,144.9226477,House,4,2,2,,AUPI,Di Battista Real Estate,2017822225,34112,Di Battista Real Estate,https://www.domain.com.au/real-estate-agencies/dibattistarealestate-34112,https://www.domain.com.au/7-spotted-gum-court-craigieburn-vic-3064-2017822225,
19,Vulcan,Dr,Craigieburn,3064,Vic,-37.6057003,144.9067393,House,4,2,2,,AUPI,Ray White Craigieburn,2017792087,4110,Ray White Craigieburn,https://www.domain.com.au/real-estate-agencies/raywhitecraigieburn-4110,https://www.domain.com.au/19-vulcan-drive-craigieburn-vic-3064-2017792087,
1,Walton,Cl,Craigieburn,3064,Vic,-37.6054669,144.9360413,House,3,2,2,655000,AUSD,HAR Hume,2017789925,22388,Harcourts Hume,https://www.domain.com.au/real-estate-agencies/harcourtshume-22388,https://www.domain.com.au/1-walton-close-craigieburn-vic-3064-2017789925,
22,Waterford,Av,Craigieburn,3064,Vic,-37.609127,144.9225162,House,4,2,2,,AUPI,Skad Real Estate Thomastown,2017783240,30016,SKAD REAL ESTATE THOMASTOWN,https://www.domain.com.au/real-estate-agencies/skadrealestatethomastown-30016,https://www.domain.com.au/22-waterford-avenue-craigieburn-vic-3064-2017783240,
4,Woodbine,Cl,Craigieburn,3064,Vic,-37.5879124,144.939095,House,3,1,1,,AUWD,Eview Group,2017797568,11919,Eview Group - Australia,https://www.domain.com.au/real-estate-agencies/eviewgroupaustralia-11919,https://www.domain.com.au/4-woodbine-close-craigieburn-vic-3064-2017797568,
46,Earlston,Cct,Cranbourne,3977,Vic,-38.1228788,145.2844814,House,2,2,0,1325000,AUSD,O'Brien Real Estate,2017806545,20364,OBrien Real Estate Cranbourne,https://www.domain.com.au/real-estate-agencies/obrienrealestatecranbourne-20364,https://www.domain.com.au/46-earlston-circuit-cranbourne-vic-3977-2017806545,
44,Balmain,St,Cremorne,3121,Vic,-37.8300454,144.9924092,House,2,1,1,,AUHB,B&S Richmond,2017800837,3355,Biggin & Scott Richmond,https://www.domain.com.au/real-estate-agencies/bigginscottrichmond-3355,https://www.domain.com.au/44-balmain-street-richmond-vic-3121-2017800837,
133,Cubitt,St,Cremorne,3121,Vic,-37.8306473,144.9921902,Townhouse,3,3,1,1460000,AUSD,Jellis Craig Richmond & Surrounds,2017793311,21535,Jellis Craig Richmond & Surrounds,https://www.domain.com.au/real-estate-agencies/jelliscraigrichmondsurrounds-21535,https://www.domain.com.au/1-133-cubitt-street-richmond-vic-3121-2017793311,1
13,Columbia,Av,Croydon,3136,Vic,-37.7956307,145.2704042,House,4,3,2,,AUPI,McGrath Croydon,2017793166,16084,McGrath Croydon,https://www.domain.com.au/real-estate-agencies/mcgrathcroydon-16084,https://www.domain.com.au/13-columbia-avenue-croydon-vic-3136-2017793166,
3a,Robinson,St,Croydon,3136,Vic,-37.7936163,145.2573222,House,3,2,2,990000,AUSD,Noel Jones Ringwood & Croydon,2017793917,6242,Noel Jones Ringwood & Croydon,https://www.domain.com.au/real-estate-agencies/noeljonesringwoodcroydon-6242,https://www.domain.com.au/3a-robinson-street-croydon-vic-3136-2017793917,
