streetNumber,streetName,streetType,suburb,postcode,state,geoLocation/latitude,geoLocation/longitude,propertyType,bedrooms,bathrooms,carspaces,price,result,agent,id,agencyId,agencyName,agencyProfilePageUrl,propertyDetailsUrl,unitNumber
197,Nepean,St,Greensborough,3088,Vic,-37.7132597,145.104933,House,4,2,1,880000,AUSP,Darren Jones Real Estate,2017806701,11759,Darren Jones Real Estate,https://www.domain.com.au/real-estate-agencies/darrenjonesrealestate-11759,https://www.domain.com.au/1-197-nepean-street-greensborough-vic-3088-2017806701,1
227-229,Nepean,St,Greensborough,,,,,Unit,2,,,335000,PTSD,Darren Jones Real Estate,0,0,,,https://www.domain.com.au/property-profile/227-229-nepean-street-greensborough-vic-3088,17
6,Dorrington,St,Greenvale,3059,Vic,-37.6248428,144.8819071,House,3,2,2,,AUWD,Crane Real Estate,2017807210,27622,Crane Real Estate,https://www.domain.com.au/real-estate-agencies/carolinesprings/cranerealestate,https://www.domain.com.au/6-dorrington-street-greenvale-vic-3059-2017807210,
14,Palazzo,Ct,Greenvale,3059,Vic,-37.6540623,144.8991266,House,5,2,2,1040000,AUSP,Barry Plant Gladstone Park,2017787299,17270,Barry Plant Gladstone Park,https://www.domain.com.au/real-estate-agencies/barryplantgladstonepark-17270,https://www.domain.com.au/14-palazzo-court-greenvale-vic-3059-2017787299,
20,Peter,St,Grovedale,3216,Vic,-38.2058968,144.337898,House,3,1,2,,AUSP,BP Real Estate Highton,2017811193,6500,Barry Plant Highton,https://www.domain.com.au/real-estate-agencies/barryplanthighton-6500,https://www.domain.com.au/20-peter-street-grovedale-vic-3216-2017811193,
91,Middle,St,Hadfield,3046,Vic,-37.7100254,144.9435251,House,3,1,2,950000,AUVB,HAR Coburg,2017798126,34825,Harcourts Coburg,https://www.domain.com.au/real-estate-agencies/harcourtscoburg-34825,https://www.domain.com.au/91-middle-street-hadfield-vic-3046-2017798126,
4,Rubicon,Ct,Hallam,3803,Vic,-38.0141095,145.2771402,House,4,2,2,,AUPI,HockingStuart Dandenong,2017793805,18679,Hockingstuart Dandenong,https://www.domain.com.au/real-estate-agencies/hockingstuartdandenong-18679,https://www.domain.com.au/4-rubicon-court-hallam-vic-3803-2017793805,
28,Sladen,St,Hamlyn Heights,3215,Vic,-38.1258054,144.3203518,House,3,1,2,,AUPN,Belle Property Geelong,2017793623,14766,Belle Property Geelong,https://www.domain.com.au/real-estate-agencies/bellepropertygeelong-14766,https://www.domain.com.au/28-sladen-street-hamlyn-heights-vic-3215-2017793623,
33,Vines,Rd,Hamlyn Heights,3215,Vic,-38.126058,144.3276089,House,3,1,2,710000,AUSD,Hayeswinckle East Geelong,2017794959,26858,Hayeswinckle East Geelong,https://www.domain.com.au/real-estate-agencies/hayeswinckleeastgeelong-26858,https://www.domain.com.au/33-vines-road-hamlyn-heights-vic-3215-2017794959,
95,Highett,Rd,Hampton,3188,Vic,-37.9461509,145.0214782,Unit,2,1,2,,AUSP,Buxton Sandringham,2017801867,3935,Buxton Real Estate Sandringham,https://www.domain.com.au/real-estate-agencies/buxtonrealestatesandringham-3935,https://www.domain.com.au/18-95-highett-road-hampton-vic-3188-2017801867,18
5,Kanowna,St,Hampton,3188,Vic,-37.9438939,145.0098333,House,4,2,2,,AUSP,Hodges Sandringham,2017789443,3917,Hodges Real Estate Sandringham,https://www.domain.com.au/real-estate-agencies/hodgesrealestatesandringham-3917,https://www.domain.com.au/5-kanowna-street-hampton-vic-3188-2017789443,
60,Ludstone,St,Hampton,3188,Vic,-37.9340722,145.009941,House,5,3,2,,AUPI,Belle Property Sandringham,2017798631,3720,Belle Property Sandringham,https://www.domain.com.au/real-estate-agencies/bellepropertysandringham-3720,https://www.domain.com.au/60-ludstone-street-hampton-vic-3188-2017798631,
66,Raynes Park,Rd,Hampton,3188,Vic,-37.9372865,145.0195771,House,3,3,4,,AUPI,Belle Property Sandringham,2017800898,3720,Belle Property Sandringham,https://www.domain.com.au/real-estate-agencies/bellepropertysandringham-3720,https://www.domain.com.au/66-raynes-park-road-hampton-vic-3188-2017800898,
42,Sargood,St,Hampton,3188,Vic,-37.9418252,145.0114691,House,5,3,2,,AUSN,Belle Property Sandringham,2017798382,3720,Belle Property Sandringham,https://www.domain.com.au/real-estate-agencies/bellepropertysandringham-3720,https://www.domain.com.au/42-sargood-street-hampton-vic-3188-2017798382,
18,Kelsall,Ct,Hampton East,3188,Vic,-37.9423374,145.0317252,House,4,1,3,,AUSD,Jellis Craig - Brighton,2017794058,30118,Jellis Craig Brighton,https://www.domain.com.au/real-estate-agencies/jelliscraigbrighton-30118,https://www.domain.com.au/18-kelsall-court-hampton-east-vic-3188-2017794058,
58A,Widdop,Cr,Hampton East,3188,Vic,-37.940242,145.0298458,House,4,2,1,650000,AUHB,Hodges Sandringham,2017792807,3917,Hodges Real Estate Sandringham,https://www.domain.com.au/real-estate-agencies/hodgesrealestatesandringham-3917,https://www.domain.com.au/58a-widdop-crescent-hampton-east-vic-3188-2017792807,
70,Church,St,Hawthorn,3122,Vic,-37.8153052,145.0210264,Unit,3,1,1,650000,AUSP,B&S Richmond,2017749637,3355,Biggin & Scott Richmond,https://www.domain.com.au/real-estate-agencies/bigginscottrichmond-3355,https://www.domain.com.au/26-70-church-street-hawthorn-vic-3122-2017749637,26
103,Kooyongkoot,Rd,Hawthorn,3122,Vic,-37.8369298,145.0378249,House,3,3,3,,AUSD,Belle Property Armadale,2017797872,3703,Belle Property Armadale,https://www.domain.com.au/real-estate-agencies/bellepropertyarmadale-3703,https://www.domain.com.au/103-kooyongkoot-road-hawthorn-vic-3122-2017797872,
59,Kooyongkoot,Rd,Hawthorn,3122,Vic,-37.8337418,145.0385501,House,4,2,2,2500000,AUVB,Marshall White Balwyn,2017791014,18210,Marshall White Boroondara,https://www.domain.com.au/real-estate-agencies/marshallwhiteboroondara-18210,https://www.domain.com.au/59-kooyongkoot-road-hawthorn-vic-3122-2017791014,
8,Little Church,St,Hawthorn,3122,Vic,-37.8134952,145.0216713,Townhouse,3,2,2,1825000,AUHB,Marshall White Balwyn,2017785774,18210,Marshall White Boroondara,https://www.domain.com.au/real-estate-agencies/marshallwhiteboroondara-18210,https://www.domain.com.au/8-little-church-street-hawthorn-vic-3122-2017785774,
177,Power,St,Hawthorn,3122,Vic,-37.8265035,145.025805,Unit,2,1,1,,AUSD,Woodards Camberwell,2017797524,3601,Woodards Camberwell,https://www.domain.com.au/real-estate-agencies/woodardscamberwell-3601,https://www.domain.com.au/11-177-power-street-hawthorn-vic-3122-2017797524,11
22,Wattle,Rd,Hawthorn,3122,Vic,-37.8250207,145.0277855,Unit,2,2,1,,AUSD,Marshall White Balwyn,2017801189,17435,Marshall White,https://www.domain.com.au/real-estate-agencies/marshallwhite-17435,https://www.domain.com.au/5-22-wattle-road-hawthorn-vic-3122-2017801189,5
8,Coppin,Gr,Hawthorn,3122,Vic,-37.8216397,145.0170009,Unit,3,1,2,,PTSD,RT Edgar Toorak,2017774466,175,RT Edgar Toorak,https://www.domain.com.au/real-estate-agencies/rtedgartoorak-175,https://www.domain.com.au/5-8-coppin-grove-hawthorn-vic-3122-2017774466,5
789-791,Burwood,Rd,Hawthorn East,3123,Vic,-37.8242427,145.0519,Unit,2,1,1,,AUSD,Woodards Camberwell,2017793454,3601,Woodards Camberwell,https://www.domain.com.au/real-estate-agencies/woodardscamberwell-3601,https://www.domain.com.au/6-789-burwood-road-hawthorn-east-vic-3123-2017793454,6
1,Carnarvon,St,Hawthorn East,3123,Vic,-37.8289186,145.0478087,House,3,2,2,2508000,AUSP,Marshall White Balwyn,2017798345,18210,Marshall White Boroondara,https://www.domain.com.au/real-estate-agencies/marshallwhiteboroondara-18210,https://www.domain.com.au/1-carnarvon-street-hawthorn-east-vic-3123-2017798345,
25,Cole,St,Hawthorn East,3123,Vic,-37.8352703,145.0495313,House,4,3,2,,AUSD,Anton Zhouk,2017798707,31982,Anton Zhouk,https://www.domain.com.au/real-estate-agencies/antonzhouk-31982,https://www.domain.com.au/25-cole-street-hawthorn-east-vic-3123-2017798707,
386,Riversdale,Rd,Hawthorn East,3123,Vic,-37.8310922,145.0522876,House,3,1,1,,AUPI,Woodards Camberwell,2017804613,3601,Woodards Camberwell,https://www.domain.com.au/real-estate-agencies/woodardscamberwell-3601,https://www.domain.com.au/386-riversdale-road-hawthorn-east-vic-3123-2017804613,
45-47,St Helens,Rd,Hawthorn East,3123,Vic,-37.8363678,145.0508818,House,4,2,4,3250000,AUHB,Woodards Camberwell,2017795598,3601,Woodards Camberwell,https://www.domain.com.au/real-estate-agencies/woodardscamberwell-3601,https://www.domain.com.au/45-47-st-helens-road-hawthorn-east-vic-3123-2017795598,
866,Toorak,Rd,Hawthorn East,3123,Vic,-37.845673,145.0519675,Unit,1,1,1,,AUWD,Jellis Craig - Boroondara,2017806091,6525, Jellis Craig & Company Pty Ltd,https://www.domain.com.au/real-estate-agencies/jelliscraigcompanyptyltd-6525,https://www.domain.com.au/3-866-toorak-road-hawthorn-east-vic-3123-2017806091,3
423,Tooronga,Rd,Hawthorn East,3123,Vic,-37.8389483,145.045677,Unit,2,1,1,578000,AUSD,Fletchers Balwyn North,2017788040,4339,Fletchers Balwyn North,https://www.domain.com.au/real-estate-agencies/fletchersbalwynnorth-4339,https://www.domain.com.au/4-423-tooronga-road-hawthorn-east-vic-3123-2017788040,4
154,Victoria,Rd,Hawthorn East,3123,Vic,-37.8235753,145.0562932,House,5,4,4,,AUVB,Abercromby's Real Estate,2017801518,6813,Abercromby's Real Estate,https://www.domain.com.au/real-estate-agencies/abercrombysrealestate-6813,https://www.domain.com.au/154-victoria-road-hawthorn-east-vic-3123-2017801518,
88-92,Victoria,Rd,Hawthorn East,3123,Vic,-37.8228759,145.0515043,Unit,2,1,1,,AUSP,Marshall White Balwyn,2017792334,17435,Marshall White,https://www.domain.com.au/real-estate-agencies/marshallwhite-17435,https://www.domain.com.au/5-88-92-victoria-road-hawthorn-east-vic-3123-2017792334,5
3,Cartmell,St,Heidelberg,3084,Vic,-37.7554071,145.0666735,Unit,2,1,1,620000,PTSD,Miles Real Estate Ivanhoe,2017750721,6011,Miles Real Estate Ivanhoe,https://www.domain.com.au/real-estate-agencies/milesrealestateivanhoe-6011,https://www.domain.com.au/210-3-cartmell-street-heidelberg-vic-3084-2017750721,210
104,Bamfield,Rd,Heidelberg Heights,3081,Vic,-37.7355809,145.0567015,House,3,2,1,720000,AUSP,Noel Jones Blackburn,2017796314,246,Noel Jones Blackburn,https://www.domain.com.au/real-estate-agencies/noeljonesblackburn-246,https://www.domain.com.au/104-bamfield-road-heidelberg-heights-vic-3081-2017796314,
82,Dresden,St,Heidelberg Heights,3081,Vic,-37.7466332,145.0560777,House,4,1,2,1300000,AUVB,Nelson Alexander Ivanhoe,2017811843,15501,Nelson Alexander Ivanhoe,https://www.domain.com.au/real-estate-agencies/nelsonalexanderivanhoe-15501,https://www.domain.com.au/82-dresden-street-heidelberg-heights-vic-3081-2017811843,
26,Dalmont,St,Highett,3190,Vic,-37.9487885,145.0258401,Unit,2,1,2,700000,AUSP,Buxton Bentleigh,2017796973,3811,Buxton Real Estate Bentleigh,https://www.domain.com.au/real-estate-agencies/buxtonrealestatebentleigh-3811,https://www.domain.com.au/1-26-dalmont-street-highett-vic-3190-2017796973,1
6,Hazel,Av,Highett,3190,Vic,-37.9451185,145.031919,House,3,1,3,,AUPI,Buxton Sandringham,2017812794,3935,Buxton Real Estate Sandringham,https://www.domain.com.au/real-estate-agencies/buxtonrealestatesandringham-3935,https://www.domain.com.au/6-hazel-avenue-highett-vic-3190-2017812794,
132B,Highett,Rd,Highett,3190,Vic,-37.9470352,145.0253399,House,3,2,2,1600000,AUSD,Hodges Sandringham,2017795905,3917,Hodges Real Estate Sandringham,https://www.domain.com.au/real-estate-agencies/hodgesrealestatesandringham-3917,https://www.domain.com.au/132b-highett-road-highett-vic-3190-2017795905,
17,Matthieson,St,Highett,3190,Vic,-37.9542953,145.0515981,House,3,1,1,,AUSD,Buxton Hampton East,2017798033,3938,Buxton Hampton East,https://www.domain.com.au/real-estate-agencies/buxtonhamptoneast-3938,https://www.domain.com.au/1-17-matthieson-street-highett-vic-3190-2017798033,1
56,Matthieson,St,Highett,3190,Vic,-37.9564781,145.0526322,Townhouse,4,3,2,,AUVB,Ray White Cheltenham,2017801284,6378,Ray White Cheltenham,https://www.domain.com.au/real-estate-agencies/rwcheltenham,https://www.domain.com.au/1-56-matthieson-street-highett-vic-3190-2017801284,1
41,Middleton,St,Highett,3190,Vic,-37.949219,145.0392821,House,5,5,2,3150000,AUHB,Buxton Bentleigh,2017799700,3811,Buxton Real Estate Bentleigh,https://www.domain.com.au/real-estate-agencies/buxtonrealestatebentleigh-3811,https://www.domain.com.au/41-middleton-street-highett-vic-3190-2017799700,
49,Spring,Rd,Highett,3190,Vic,-37.9444773,145.0323926,House,3,1,2,1240000,AUSD,Buxton Hampton East,2017795267,3938,Buxton Hampton East,https://www.domain.com.au/real-estate-agencies/buxtonhamptoneast-3938,https://www.domain.com.au/49-spring-road-highett-vic-3190-2017795267,
9,The Crescent,,Highett,3190,Vic,-37.9469232,145.0486915,House,4,1,2,,AUWD,Buxton Hampton East,2017795198,3938,Buxton Hampton East,https://www.domain.com.au/real-estate-agencies/buxtonhamptoneast-3938,https://www.domain.com.au/9-the-crescent-highett-vic-3190-2017795198,
5,Wickenby,Ct,Highton,3216,Vic,-38.1914906,144.3179827,House,4,2,4,1372500,AUSD,Buxton - Highton,2017787557,16985,Buxton Highton,https://www.domain.com.au/real-estate-agencies/buxtonhighton-16985,https://www.domain.com.au/5-wickenby-court-highton-vic-3216-2017787557,
2,Apollo,Ct,Hillside,3037,Vic,-37.6841083,144.7410748,House,3,2,2,860000,AUSD,White Knight Estate Agents,2017802081,31333,White Knight Estate Agents,https://www.domain.com.au/real-estate-agencies/whiteknightestateagents-31333,https://www.domain.com.au/2-apollo-court-hillside-vic-3037-2017802081,
63,Bourke,Cr,Hoppers Crossing,3029,Vic,-37.8689648,144.685249,House,3,2,2,655000,AUSD,Ray White Werribee,2017800503,29214,Ray White Werribee,https://www.domain.com.au/real-estate-agencies/raywhitewerribee-29214,https://www.domain.com.au/63-bourke-crescent-hoppers-crossing-vic-3029-2017800503,
92,Derrimut,Rd,Hoppers Crossing,3029,Vic,-37.8801475,144.6828478,House,3,1,4,1100000,AUSP,YPA Estate Agents Wyndham City,2017791900,17920,YPA Estate Agents Wyndham City,https://www.domain.com.au/real-estate-agencies/ypaestateagentswyndhamcity-17920,https://www.domain.com.au/92-derrimut-road-hoppers-crossing-vic-3029-2017791900,
22,Yandina,Rd,Hoppers Crossing,3029,Vic,-37.859452,144.681484,House,3,1,1,420000,AUSD,YPA Estate Agents Wyndham City,2017792567,17920,YPA Estate Agents Wyndham City,https://www.domain.com.au/real-estate-agencies/ypaestateagentswyndhamcity-17920,https://www.domain.com.au/1-22-yandina-road-hoppers-crossing-vic-3029-2017792567,1
13,Fintonia,St,Hughesdale,3166,Vic,-37.9032964,145.0768614,House,4,2,3,,AUSN,Ray White Carnegie,2017797048,5958,Ray White Carnegie,https://www.domain.com.au/real-estate-agencies/raywhitecarnegie-5958,https://www.domain.com.au/13-fintonia-street-hughesdale-vic-3166-2017797048,
103,Willesden,Rd,Hughesdale,3166,Vic,-37.897496,145.085914,Townhouse,2,1,1,846000,AUSD,Ray White Carnegie,2017797627,5958,Ray White Carnegie,https://www.domain.com.au/real-estate-agencies/raywhitecarnegie-5958,https://www.domain.com.au/4-103-willesden-road-hughesdale-vic-3166-2017797627,4
13,Golf View,Dr,Invermay Park,3350,Vic,-37.5303413,143.8589747,House,4,2,6,710000,AUHB,Ray White Ballarat,2017802349,11641,Ray White Ballarat,https://www.domain.com.au/real-estate-agencies/raywhiteballarat-11641,https://www.domain.com.au/13-golf-view-drive-invermay-park-vic-3350-2017802349,
128,Green,St,Ivanhoe,3079,Vic,-37.7634721,145.0293786,House,3,1,2,1600000,AUVB,Nelson Alexander Ivanhoe,2017795543,15501,Nelson Alexander Ivanhoe,https://www.domain.com.au/real-estate-agencies/nelsonalexanderivanhoe-15501,https://www.domain.com.au/128-green-street-ivanhoe-vic-3079-2017795543,
383,Upper Heidelberg,Rd,Ivanhoe,3079,Vic,-37.7589346,145.0525591,Townhouse,3,2,2,1160000,AUVB,Fletchers Canterbury,2017790830,3923,Fletchers Canterbury,https://www.domain.com.au/real-estate-agencies/fletcherscanterbury-3923,https://www.domain.com.au/1-383-upper-heidelberg-road-ivanhoe-vic-3079-2017790830,1
1,Vinct,Cl,Keilor Downs,3038,Vic,-37.7137965,144.8025419,House,4,2,2,850000,AUSD,Nicole Gervasi Real Estate,2017788226,29875,NICOLE GERVASI PROPERTY GROUP,https://www.domain.com.au/real-estate-agencies/nicolegervasipropertygroup-29875,https://www.domain.com.au/1-vinct-close-keilor-downs-vic-3038-2017788226,
18,Armstrong,Cl,Keilor East,3033,Vic,-37.7358505,144.8587047,House,4,2,2,,AUPI,Barry Plant Keilor East,2017790532,27626,Barry Plant Keilor East,https://www.domain.com.au/real-estate-agencies/barryplantkeiloreast-27626,https://www.domain.com.au/18-armstrong-close-keilor-east-vic-3033-2017790532,
75,Lincoln,Dr,Keilor East,3033,Vic,-37.7427577,144.8681583,House,4,1,3,1164000,AUSP,Moonee Valley Real Estate,2017785941,11740,Moonee Valley Real Estate,https://www.domain.com.au/real-estate-agencies/mooneevalleyrealestate,https://www.domain.com.au/75-lincoln-drive-keilor-east-vic-3033-2017785941,
81,Milleara,Rd,Keilor East,3033,Vic,-37.7360157,144.8641189,House,4,2,6,1190000,AUSP,Barry Plant Coburg,2017797214,6048,Barry Plant Coburg,https://www.domain.com.au/real-estate-agencies/bpdcoburg,https://www.domain.com.au/81-milleara-road-keilor-east-vic-3033-2017797214,
42,The Crossway,,Keilor East,3033,Vic,-37.7462712,144.8621852,House,3,1,1,960000,AUSD,Nelson Alexander Keilor East,2017793310,15596,Nelson Alexander Keilor East,https://www.domain.com.au/real-estate-agencies/nelsonalexanderkeiloreast-15596,https://www.domain.com.au/42-the-crossway-keilor-east-vic-3033-2017793310,
100-102,Fairbairn,Dr,Kensington,3031,Vic,-37.7973575,144.9199582,House,4,2,2,1670000,AUSD,Edward Thomas,2017795149,18851,Edward Thomas,https://www.domain.com.au/real-estate-agencies/edwardthomas-18851,https://www.domain.com.au/100-fairbairn-drive-kensington-vic-3031-2017795149,
16,Gardner,La,Kensington,3031,Vic,-37.7920532,144.9223472,House,3,2,2,1223000,AUSA,Belle Property Carlton,2017783360,24322,Belle Property Carlton,https://www.domain.com.au/real-estate-agencies/bellepropertycarlton-24322,https://www.domain.com.au/16-gardner-lane-kensington-vic-3031-2017783360,
60,Campbell,St,Kew,3101,Vic,-37.8023056,145.05625,House,3,1,2,,AUPN,Marshall White Balwyn,2017798515,18210,Marshall White Boroondara,https://www.domain.com.au/real-estate-agencies/marshallwhiteboroondara-18210,https://www.domain.com.au/60-campbell-street-kew-vic-3101-2017798515,
7,Churchill,St,Kew,3101,Vic,-37.79995,145.045442,Unit,2,1,1,700000,AUVB,Nelson Alexander Kew,2017807771,3909,Nelson Alexander Kew,https://www.domain.com.au/real-estate-agencies/nelsonalexanderkew-3909,https://www.domain.com.au/3-7-churchill-street-kew-vic-3101-2017807771,3
54,Gladstone,St,Kew,3101,Vic,-37.8001398,145.0414352,House,3,2,2,,AUSD,Nelson Alexander Kew,2017792446,3909,Nelson Alexander Kew,https://www.domain.com.au/real-estate-agencies/nelsonalexanderkew-3909,https://www.domain.com.au/54-gladstone-street-kew-vic-3101-2017792446,
37,Heather,Gr,Kew,3101,Vic,-37.8045895,145.0594372,House,4,2,2,,AUPI,Nelson Alexander Kew,2017803117,3909,Nelson Alexander Kew,https://www.domain.com.au/real-estate-agencies/nelsonalexanderkew-3909,https://www.domain.com.au/37-heather-grove-kew-vic-3101-2017803117,
10,Lytton,St,Kew,3101,Vic,-37.8112565,145.0475718,House,5,4,4,7575000,AUSP,Marshall White Balwyn,2017796462,18210,Marshall White Boroondara,https://www.domain.com.au/real-estate-agencies/marshallwhiteboroondara-18210,https://www.domain.com.au/10-lytton-street-kew-vic-3101-2017796462,
46,Mary,St,Kew,3101,Vic,-37.8053332,145.0385178,House,3,2,3,2000000,AUVB,Marshall White Balwyn,2017800413,18210,Marshall White Boroondara,https://www.domain.com.au/real-estate-agencies/marshallwhiteboroondara-18210,https://www.domain.com.au/46-mary-street-kew-vic-3101-2017800413,
62,Mary,St,Kew,3101,Vic,-37.804657,145.0385032,Unit,2,1,1,,AUSD,Nelson Alexander Kew,2017799963,3909,Nelson Alexander Kew,https://www.domain.com.au/real-estate-agencies/nelsonalexanderkew-3909,https://www.domain.com.au/4-62-mary-street-kew-vic-3101-2017799963,4
142,Princess,St,Kew,3101,Vic,-37.7972904,145.0309717,Townhouse,3,3,2,,AUPI,FN Real Estate Janssen & Co,2017778111,31107,First National Real Estate Janssen & Co,https://www.domain.com.au/real-estate-agencies/firstnationalrealestatejanssenco-31107,https://www.domain.com.au/2-142-princess-street-kew-vic-3101-2017778111,2
12,Clyde,St,Kew East,3102,Vic,-37.7959346,145.0554187,House,4,3,3,,AUSD,Marshall White Balwyn,2017798395,18210,Marshall White Boroondara,https://www.domain.com.au/real-estate-agencies/marshallwhiteboroondara-18210,https://www.domain.com.au/12-clyde-street-kew-east-vic-3102-2017798395,
4,Riverside,Dr,Kew East,3102,Vic,-37.7904779,145.0633999,House,4,3,4,,AUPN,Marshall White Balwyn,2017788140,18210,Marshall White Boroondara,https://www.domain.com.au/real-estate-agencies/marshallwhiteboroondara-18210,https://www.domain.com.au/4-riverside-drive-kew-east-vic-3102-2017788140,
108,Church,Rd,Keysborough,3173,Vic,-38.0019822,145.173048,Townhouse,2,2,2,678000,AUSD,FN JXRE,2017763203,29763,First National JXRE,https://www.domain.com.au/real-estate-agencies/firstnationaljxre-29763,https://www.domain.com.au/1-108-church-road-keysborough-vic-3173-2017763203,1
30A,Byron,Rd,Kilsyth,3137,Vic,-37.8047069,145.3042192,House,4,2,2,875000,AUSD,Philip Webb Ringwood,2017791246,4877,Philip Webb Real Estate Ringwood,https://www.domain.com.au/real-estate-agencies/philipwebbringwood,https://www.domain.com.au/30a-byron-road-kilsyth-vic-3137-2017791246,
127,Gillespie,Rd,Kings Park,3021,Vic,-37.7338641,144.7755586,House,3,1,2,600000,AUSD,RW St Albans,2017793186,11693,Ray White St Albans,https://www.domain.com.au/real-estate-agencies/raywhitestalbans-11693,https://www.domain.com.au/127-gillespie-road-kings-park-vic-3021-2017793186,
5,Cash,St,Kingsbury,3083,Vic,-37.7155967,145.0424687,House,5,2,2,757000,AUSD,Ray White Bundoora,2017801066,12449,Ray White Bundoora,https://www.domain.com.au/real-estate-agencies/raywhitebundoora-12449,https://www.domain.com.au/1-5-cash-street-kingsbury-vic-3083-2017801066,1
28,Belindavale,Dr,Knoxfield,3180,Vic,-37.8829983,145.2400985,House,4,2,4,,AUSN,Noel Jones Wantirna,2017789866,29608,Noel Jones Wantirna,https://www.domain.com.au/real-estate-agencies/noeljoneswantirna-29608,https://www.domain.com.au/28-belindavale-drive-knoxfield-vic-3180-2017789866,
48,Lloyd,St N,Knoxfield,3180,Vic,-37.8874089,145.2540844,House,4,2,2,,AUSP,Barry Plant Wantirna,2017791456,7284,Barry Plant Wantirna,https://www.domain.com.au/real-estate-agencies/barryplantwantirna-7284,https://www.domain.com.au/48-lloyd-street-north-knoxfield-vic-3180-2017791456,
19,Jocelyn,St,Lalor,3075,Vic,-37.6625812,145.0026449,House,3,1,1,715000,AUSD,Barry Plant Bundoora,2017798274,4902,Barry Plant Bundoora,https://www.domain.com.au/real-estate-agencies/barryplantbundoora-4902,https://www.domain.com.au/19-jocelyn-street-lalor-vic-3075-2017798274,
59a,Mosaic,Dr,Lalor,3075,Vic,-37.6652292,144.9910242,House,3,3,2,640000,AUSP,HAR Rata & Co,2017786979,30123,Harcourts Rata & Co,https://www.domain.com.au/real-estate-agencies/harcourtsrataco-30123,https://www.domain.com.au/59a-mosaic-drive-lalor-vic-3075-2017786979,
14,Teal,Cr,Lalor,3075,Vic,-37.6617573,145.0169584,Townhouse,3,2,1,670000,AUSP,HAR Rata & Co,2017753775,30123,Harcourts Rata & Co,https://www.domain.com.au/real-estate-agencies/harcourtsrataco-30123,https://www.domain.com.au/14-teal-crescent-lalor-vic-3075-2017753775,
85,William,St,Lalor,3075,Vic,-37.674157,145.0278717,Townhouse,2,1,1,520000,AUSD,RW Reservoir,2017794675,15989,Ray White Reservoir,https://www.domain.com.au/real-estate-agencies/rwreservoir,https://www.domain.com.au/2-85-william-street-lalor-vic-3075-2017794675,2
20-22,Alma,St,Lower Plenty,3093,Vic,-37.7248732,145.1147159,House,3,2,1,750000,PTSD,Darren Jones Real Estate,2017738438,11759,Darren Jones Real Estate,https://www.domain.com.au/real-estate-agencies/darrenjonesrealestate-11759,https://www.domain.com.au/1-20-22-alma-street-lower-plenty-vic-3093-2017738438,1
17,Honeybark,Cr,Lyndhurst,3975,Vic,-38.0782308,145.2580777,House,4,2,2,,AUWD,HAR Narre Warren South,2017791670,12301,Harcourts Narre Warren South,https://www.domain.com.au/real-estate-agencies/harcourtsnarrewarrensouth-12301,https://www.domain.com.au/17-honeybark-crescent-lyndhurst-vic-3975-2017791670,
37,English,St,Macedon,3440,Vic,-37.4212,144.5579482,House,3,2,2,,AUWD,Brad Teal Woodards Sunbury,2017766621,4740,Brad Teal Woodards Sunbury,https://www.domain.com.au/real-estate-agencies/bradtealwoodardssunbury-4740,https://www.domain.com.au/37-english-street-macedon-vic-3440-2017766621,
56,Ferguson,St,Macleod,3085,Vic,-37.7280996,145.0744705,House,2,1,2,922000,AUSD,Nelson Alexander Ivanhoe,2017795549,15501,Nelson Alexander Ivanhoe,https://www.domain.com.au/real-estate-agencies/nelsonalexanderivanhoe-15501,https://www.domain.com.au/1-56-ferguson-street-macleod-vic-3085-2017795549,1
39,Norfolk,St,Maidstone,3012,Vic,-37.7888083,144.8797191,House,3,1,4,825000,AUHB,Burnham Real Estate,2017786729,21784,Burnham Real Estate,https://www.domain.com.au/real-estate-agencies/burnhamrealestate-21784,https://www.domain.com.au/39-norfolk-street-maidstone-vic-3012-2017786729,
21a,Richelieu,St,Maidstone,3012,Vic,-37.7903874,144.870845,Townhouse,2,2,1,720000,AUSP,Trimson Partners,2017791745,121,Trimson Partners,https://www.domain.com.au/real-estate-agencies/trimsonpartners-121,https://www.domain.com.au/21a-richelieu-street-maidstone-vic-3012-2017791745,
19,Eva,St,Malvern,3144,Vic,-37.8557662,145.0373013,House,3,2,1,,AUSP,RT Edgar Toorak,2017791426,175,RT Edgar Toorak,https://www.domain.com.au/real-estate-agencies/rtedgartoorak-175,https://www.domain.com.au/19-eva-street-malvern-vic-3144-2017791426,
3,McArthur,St,Malvern,3144,Vic,-37.8571964,145.0389376,House,2,1,1,,AUWD,Jellis Craig Stonnington,2017793188,5489, Jellis Craig Stonnington,https://www.domain.com.au/real-estate-agencies/jelliscraigstonnington-5489,https://www.domain.com.au/3-mcarthur-street-malvern-vic-3144-2017793188,
2B,Northbrook,Av,Malvern,3144,Vic,-37.8568119,145.0330805,House,3,2,2,,AUSD,Kay & Burton Armadale,2017794848,31599,Kay & Burton Armadale,https://www.domain.com.au/real-estate-agencies/kayburtonarmadale-31599,https://www.domain.com.au/2b-northbrook-avenue-malvern-vic-3144-2017794848,
42,Burke,Rd,Malvern East,3145,Vic,-37.8744665,145.0488581,Unit,2,1,1,792000,AUSD,Gary Peer,2017789348,26354,   Gary Peer,https://www.domain.com.au/real-estate-agencies/garypeer-26354,https://www.domain.com.au/2-42-burke-road-malvern-east-vic-3145-2017789348,2
