streetNumber,streetName,streetType,suburb,postcode,state,geoLocation/latitude,geoLocation/longitude,propertyType,bedrooms,bathrooms,price,result,agent
15A,Wattle,Gr,McKinnon,3204,Vic,-37.907931,145.034731,Unit,2,1,N/A,AUSD,Buxton Bentleigh
14,Melwood,Ct,Meadow Heights,3048,Vic,-37.658139,144.9208607,House,3,1,505000,AUSD,HAR Rata & Co
1,Roy,St,Melbourne,3004,Vic,-37.8465581,144.977555,Unit,3,2,N/A,AUPN,Marshall White Balwyn
480,St Kilda,Rd,Melbourne,3004,Vic,-37.84276,144.97706,Unit,3,2,835000,AUSD,Marshall White Balwyn
14,Corella,Av,Melton,3337,Vic,-37.675028,144.5747386,House,3,1,425000,AUSD,HAR West
121,Westmelton,Dr,Melton West,3337,Vic,-37.6748525,144.5529455,House,3,1,515000,AUSP,R&H Melton
5,Conti,Ct,Mentone,3194,Vic,-37.9744932,145.055402,Unit,3,2,N/A,AUVB,Ray White Cheltenham
30A,Mentone,Pde,Mentone,3194,Vic,-37.989731,145.0651715,House,5,2,1950000,AUVB,Buxton Bentleigh
81,Warrigal,Rd,Mentone,3194,Vic,-37.9828057,145.0709124,Unit,2,1,510000,AUHB,Buxton Mentone
34,Newington,Pde,Mernda,3754,Vic,-37.6025344,145.0702047,House,4,2,N/A,AUSN,RW Mernda
16,Shepherds,Wy,Mernda,3754,Vic,-37.6049706,145.0822036,House,4,2,785000,AUSD,RESIDER Real Estate
16,Fenwick,Pde,Mickleham,3064,Vic,-37.5316555,144.9102758,House,4,2,875000,AUSD,Ray White Craigieburn
4,Rangeview,Cl,Mickleham,3064,Vic,-37.5611563,144.8924612,House,4,2,2225000,AUSD,Di Battista Real Estate
58,Trillium,Bvd,Mickleham,3064,Vic,-37.5675693,144.8925924,House,4,2,800000,AUSD,Real Estate City
5,Albany,Rd,Mill Park,3082,Vic,-37.6524486,145.0786656,House,2,2,467000,AUSD,Ray White Mill Park
19,Calwell,Ct,Mill Park,3082,Vic,-37.6602032,145.071455,House,3,1,677500,AUSD,Buckingham & Company
7,Christie,Av,Mill Park,3082,Vic,-37.6606385,145.0698181,House,3,1,N/A,AUSN,Ray White Mill Park
2,Coventry,Cr,Mill Park,3082,Vic,-37.6754355,145.0675781,House,4,2,830000,AUSD,Barry Plant Bundoora
8,Hillcrest,Ct,Mill Park,3082,Vic,-37.6765381,145.0529767,House,4,3,N/A,AUPI,Ray White Bundoora
23,Kellaway,Cr,Mill Park,3082,Vic,-37.6602892,145.0578436,House,3,2,N/A,AUPI,FN Real Estate Meadow Heights
17,Church,St,Mitcham,3132,Vic,-37.8171625,145.1978094,House,2,1,N/A,AUSD,Jellis Craig Whitehorse
47,Dunlavin,Rd,Mitcham,3132,Vic,-37.8126639,145.1856443,Townhouse,4,3,N/A,AUSD,Noel Jones Balwyn
12,Vernal,Av,Mitcham,3132,Vic,-37.8286685,145.1969446,Unit,4,3,1520000,AUSP,Jellis Craig Whitehorse
1,Warnes,Rd,Mitcham,3132,Vic,-37.8123071,145.2130397,House,3,2,N/A,AUSN,Fletchers Blackburn
22,Warnes,Rd,Mitcham,3132,Vic,-37.8136196,145.2113833,House,3,2,N/A,AUSP,Noel Jones Mitcham
18,Louise,Av,Mont Albert,3127,Vic,-37.8223311,145.1055363,Unit,2,1,N/A,AUSP,Jellis Craig - Boroondara
21,Wolseley,Cl,Mont Albert,3127,Vic,-37.8190097,145.1031661,House,5,2,N/A,AUSD,Jellis Craig - Boroondara
537,Elgar,Rd,Mont Albert North,3129,Vic,-37.8087477,145.1162676,House,3,2,1080000,AUSD,Buxton Box Hill
30,Francesca,St,Mont Albert North,3129,Vic,-37.8041412,145.1067603,Townhouse,3,2,N/A,AUSD,Jellis Craig - Boroondara
54A,Rostrevor,Pde,Mont Albert North,3129,Vic,-37.8069688,145.1074519,House,4,2,N/A,AUSD,Jellis Craig - Boroondara
49,Browns,Rd,Montrose,3765,Vic,-37.8114786,145.3617525,House,4,2,1320000,AUHB,Ray White Blackburn
18,Athol,St,Moonee Ponds,3039,Vic,-37.769905,144.918246,House,4,2,N/A,AUSP,Jellis Craig
701,Mt Alexander,Rd,Moonee Ponds,3039,Vic,-37.7644929,144.9228602,House,2,2,750000,AUSD,Nelson Alexander Keilor East
24,Park,St,Moonee Ponds,3039,Vic,-37.7616404,144.9195707,Townhouse,2,1,N/A,AUPI,Jellis Craig Brunswick
20,Wilson,St,Moonee Ponds,3039,Vic,-37.7635419,144.9337795,Villa,2,1,830000,AUSA,Brad Teal Woodards Essendon
253,Chesterville,Rd,Moorabbin,3189,Vic,-37.9397923,145.0602986,House,5,2,N/A,AUPI,Buxton Hampton East
4A,William,St,Moorabbin,3189,Vic,-37.9445924,145.0448127,House,3,2,1321000,AUSD,Buxton Hampton East
21,Old Kent,Rd,Mooroolbark,3138,Vic,-37.7707015,145.3167251,House,3,1,848000,AUSD,McGrath Croydon
184,Beach,Rd,Mordialloc,3195,Vic,-38.0047108,145.0815065,House,4,3,2850000,AUSD,Bayside Beaches Real Estate
60,Elliot,St,Mordialloc,3195,Vic,-37.9971915,145.0960128,Townhouse,2,1,N/A,AUSP,Belle Property Mentone
17,Autumn,Cr,Mount Eliza,3930,Vic,-38.2031184,145.0950433,House,4,2,1435000,AUSD,Ray White Frankston
61,Beluga,St,Mount Eliza,3930,Vic,-38.2004368,145.0776584,House,3,2,1450000,AUVB,T J Sparks
58,Old Mornington,Rd,Mount Eliza,3930,Vic,-38.1754398,145.0940092,House,3,2,1700000,AUHB,Community Real Estate
70,Tower,Rd,Mount Eliza,3930,Vic,-38.2050258,145.0870368,House,3,2,4660000,AUSD,McEwing Partners
6,Dallas,St,Mount Waverley,3149,Vic,-37.8803634,145.1201467,House,4,2,N/A,AUVB,Jellis Craig Monash
77,Lemont,Av,Mount Waverley,3149,Vic,-37.8920991,145.1388983,House,3,2,N/A,AUSD,RW Mount Waverley
21,Milliara,St,Mount Waverley,3149,Vic,-37.8690457,145.1454515,House,4,2,1558000,AUSD,RW Mount Waverley
38,Sampson,Dr,Mount Waverley,3149,Vic,-37.8921102,145.1354279,Townhouse,3,2,1205000,AUSD,Buxton Mount Waverley
289,Waverley,Rd,Mount Waverley,3149,Vic,-37.8837002,145.1223292,Unit,2,1,N/A,AUPI,RW Oakleigh
15,Rivett,Cr,Mulgrave,3170,Vic,-37.9122169,145.1607588,House,5,3,1218500,AUSD,Buxton Box Hill
37,Woolwich,Dr,Mulgrave,3170,Vic,-37.9239158,145.1626562,House,3,2,N/A,AUPN,Win Real Estate (AUS )Pty Ltd
21,Brisbane,St,Murrumbeena,3163,Vic,-37.8860236,145.0683535,House,3,1,1720000,AUSD,Gary Peer
112,Murrumbeena,Rd,Murrumbeena,3163,Vic,-37.8918983,145.0664151,House,3,1,N/A,AUSD,Gary Peer
1,Nangana,Rd,Murrumbeena,3163,Vic,-37.8868651,145.072295,Unit,2,1,630000,AUSP,Gary Peer
246,High,St,Nagambie,3608,Vic,-36.7901003,145.1528677,House,3,1,550000,AUSD,Youngs & Co Real Estate
6,Greendale,Ct,Narre Warren,3805,Vic,-38.0378619,145.3117787,House,4,2,N/A,AUPI,HAR Asap Group
342,Melbourne,Rd,Newport,3015,Vic,-37.8453365,144.8853926,Unit,2,1,N/A,AUPI,Compton Green
86,Woods,St,Newport,3015,Vic,-37.8451734,144.8737881,House,2,1,879000,AUSD,Compton Green
1,Gallica,Cl,Niddrie,3042,Vic,-37.7464107,144.8811374,House,4,2,1875000,AUSP,Nelson Alexander Essendon
14-16,Moushall,Av,Niddrie,3042,Vic,-37.7415164,144.8912315,House,2,1,N/A,AUSD,Brad Teal Woodards Essendon
302,Abbotsford,St,North Melbourne,3051,Vic,-37.7995585,144.9463425,Unit,2,1,N/A,AUPI,Eview Group
17-21,Blackwood,St,North Melbourne,3051,Vic,-37.801135,144.954911,Unit,2,1,615000,AUSP,Dingle Partners
100-110,Curzon,St,North Melbourne,3051,Vic,-37.801565,144.948636,Townhouse,2,1,1215000,AUSD,Jellis Craig Fitzroy
422,Dryburgh,St,North Melbourne,3051,Vic,-37.7953846,144.9451489,House,2,1,1062000,AUSD,Nelson Alexander Carlton
209,Errol,St,North Melbourne,3051,Vic,-37.7996803,144.9499772,House,3,2,1068000,AUSD,Jellis Craig Fitzroy
45,Leveson,St,North Melbourne,3051,Vic,-37.8038298,144.9507289,Townhouse,2,2,900000,AUVB,Nelson Alexander Carlton
2,Henderson,St,Northcote,3070,Vic,-37.7822755,145.0109095,House,2,1,N/A,AUHB,Nelson Alexander Northcote
11,Ilma,Gr,Northcote,3070,Vic,-37.7731264,145.0021284,House,4,2,N/A,AUSD,Nelson Alexander Northcote
133,Mitchell,St,Northcote,3070,Vic,-37.7729044,145.0081546,House,4,2,N/A,AUHB,Jellis Craig Northcote
20,Ross,St,Northcote,3070,Vic,-37.7842012,144.9992446,Unit,1,1,420000,AUVB,Nelson Alexander Northcote
25,Finch,St,Notting Hill,3168,Vic,-37.9025338,145.1436407,House,3,1,N/A,AUPI,McGrath Waverley
26,Betula,Av,Nunawading,3131,Vic,-37.830979,145.1845659,Townhouse,3,2,N/A,AUPI,Jellis Craig Whitehorse
103a,Springvale,Rd,Nunawading,3131,Vic,-37.8158337,145.1768434,Townhouse,3,2,988500,AUSD,Jellis Craig Whitehorse
15-17,Nerissa,Gr,Oak Park,3046,Vic,-37.7198015,144.9232937,Townhouse,2,2,N/A,AUPN,Eview Group - C+M Residential
15-17,Nerissa,Gr,Oak Park,3046,Vic,-37.7198015,144.9232937,Townhouse,2,2,589000,AUSP,Eview Group - C+M Residential
102,Vincent,St,Oak Park,3046,Vic,-37.7160193,144.9108421,House,3,2,1270000,AUSD,MATTHEWS
89,Vincent,St,Oak Park,3046,Vic,-37.71713,144.912175,House,3,1,N/A,AUHB,Brad Teal Woodards Pascoe Vale
24,Xavier,St,Oak Park,3046,Vic,-37.7197827,144.9196567,House,4,2,1290000,AUSD,Eview Group - C+M Residential
10,Classic,Ct,Oakleigh,3166,Vic,-37.8938259,145.1045236,House,5,3,1230000,AUSD,RW Oakleigh
2A,Grant,St,Oakleigh,3166,Vic,-37.8972997,145.0983472,Townhouse,3,1,N/A,AUVB,Buxton Oakleigh
6,McIntosh,St,Oakleigh,3166,Vic,-37.9102742,145.0995894,House,4,2,1650000,AUSD,Buxton Oakleigh
1,Westgate,St,Oakleigh,3166,Vic,-37.9041249,145.0868567,House,5,2,1650000,AUSD,Jellis Craig Bentleigh
16,Lerina,St,Oakleigh East,3166,Vic,-37.9109401,145.1156426,Townhouse,3,2,N/A,AUSN,Buxton Oakleigh
9,Surrey,Cr,Oakleigh East,3166,Vic,-37.9076095,145.1143712,House,3,1,1025000,AUSD,Biggin & Scott Glen Waverley
8,Wallace,Av,Oakleigh South,3167,Vic,-37.91840918,145.1040972,House,4,2,1220000,AUSD,RW Oakleigh
266,Warrigal,Rd,Oakleigh South,3167,Vic,-37.914891,145.0845516,House,4,2,1230000,AUSD,Buxton Oakleigh
18,Foch,St,Ormond,3204,Vic,-37.8996992,145.0391529,House,5,2,N/A,AUPI,Ray White Carnegie
536-538,North,Rd,Ormond,3204,Vic,-37.9040173,145.0387266,Unit,2,1,500000,AUVB,Gary Peer
12,Walsh,St,Ormond,3204,Vic,-37.9024534,145.0455047,House,5,2,2216000,AUSD,Woodards Carnegie
13,Ti-Tree,Gr,Parkdale,3195,Vic,-37.9953601,145.0735373,House,1,1,N/A,AUSD,Belle Property Mentone
47,Austin,Cr,Pascoe Vale,3044,Vic,-37.7246195,144.9302354,Unit,2,1,513000,AUSD,Brad Teal Woodards Essendon
34-36,Cornwall,Rd,Pascoe Vale,3044,Vic,-37.720497,144.937018,Unit,2,1,635000,AUSP,NAY Pascoe Vale
91,Essex,St,Pascoe Vale,3044,Vic,-37.726749,144.9403889,House,2,1,N/A,AUSP,NAY Pascoe Vale
1,Kinross,St,Pascoe Vale,3044,Vic,-37.7344527,144.94034,House,3,2,700000,AUVB,NAY Pascoe Vale
56,Warwick,Rd,Pascoe Vale,3044,Vic,-37.7226449,144.9404478,Townhouse,2,1,630000,AUSD,Barry Plant Essendon
1,Lochinvar,St,Pascoe Vale South,3044,Vic,-37.7493546,144.9449876,House,2,1,1240000,AUSD,Brad Teal Woodards Essendon
6,Ward,Gr,Pascoe Vale South,3044,Vic,-37.7497709,144.9426649,House,3,1,N/A,AUPI,Brad Teal Woodards Essendon
23,Baltic,Cct,Point Cook,3030,Vic,-37.9040969,144.7356901,House,3,2,744000,AUSD,HAR Point Cook
1,Festival,Dr,Point Cook,3030,Vic,-37.9076374,144.741933,House,4,2,1165000,AUSD,Vicprop - Point Cook & Williams Lan
11,Machair,Dr,Point Cook,3030,Vic,-37.8844511,144.7513734,House,4,2,N/A,AUSP,Buxton Inner West
39,Albert,St,Port Melbourne,3207,Vic,-37.836505,144.933794,House,3,2,N/A,AUSD,Marshall White - Port Phillip
461,Bay,St,Port Melbourne,3207,Vic,-37.8328037,144.9472673,House,3,1,N/A,AUSN,Belle Property South Melbourne
223,Esplanade,Pl,Port Melbourne,3207,Vic,-37.8380106,144.9439122,House,3,2,N/A,AUSN,Marshall White - Port Phillip
55,Johnston,St,Port Melbourne,3207,Vic,-37.843378,144.94345,Unit,2,1,N/A,AUSP,Buxton Port Phillip
76,Station,St,Port Melbourne,3207,Vic,-37.836612,144.9393423,House,2,1,N/A,AUSN,Belle Property South Melbourne
64,The Crescent,,Port Melbourne,3207,Vic,-37.8391287,144.9282141,House,4,2,N/A,AUSP,Marshall White - Port Phillip
10,Lalbert,Cr,Prahran,3181,Vic,-37.8560703,145.0101562,Townhouse,3,2,1760000,AUHB,Kay & Burton Armadale
13,Mackay,St,Prahran,3181,Vic,-37.8497341,145.0009015,Townhouse,4,2,2225000,AUHB,Marshall White - Port Phillip
8,Perth,St,Prahran,3181,Vic,-37.8503375,144.9875598,Townhouse,3,2,N/A,AUSP,RT Edgar Toorak
155,Cramer,St,Preston,3072,Vic,-37.7388383,144.9854727,House,4,2,N/A,AUSP,BP Inner North
2B,Edwin,St,Preston,3072,Vic,-37.7531916,145.0182278,House,3,2,1170000,AUHB,Woodards Preston
43,Eton,St,Preston,3072,Vic,-37.7447574,145.0216014,House,3,2,851000,AUHB,Love & Co
65,Jensen,Rd,Preston,3072,Vic,-37.7379773,145.0232648,Townhouse,2,1,N/A,AUPN,Biggin & Scott Inner North
19,Murphy,St,Preston,3072,Vic,-37.7305787,144.9849025,House,3,1,875000,AUSD,RW Preston
32,Roseberry,Av,Preston,3072,Vic,-37.7391159,145.0082837,House,3,1,1230000,AUSP,Nelson Alexander Preston
32,Sheila,St,Preston,3072,Vic,-37.7371494,145.0252453,House,3,2,958000,AUHB,Holland Price Real Estate
4,Union,St,Preston,3072,Vic,-37.7286773,144.9907478,House,3,1,1350000,AUSD,Nelson Alexander Preston
22,Broadhurst,Av,Reservoir,3073,Vic,-37.708268,145.0061314,House,4,2,1318000,AUSD,H & L Frederick Property
1,Finton,Gr,Reservoir,3073,Vic,-37.6961917,145.0156017,House,4,2,N/A,AUVB,RW Preston
18-20,Fordham,Rd,Reservoir,3073,Vic,-37.7143221,145.0203373,Townhouse,2,1,600000,AUHB,RW Reservoir
3,Halsey,St,Reservoir,3073,Vic,-37.7026694,144.9876674,House,4,1,N/A,AUSP,Barry Plant Reservoir
125,Henty,St,Reservoir,3073,Vic,-37.718752,144.992437,Unit,2,1,500000,AUSP,Ray White Bundoora
8,Henty,St,Reservoir,3073,Vic,-37.7189325,145.0009232,House,3,1,N/A,AUSD,Nelson Alexander Reservoir
8,Kerang,Av,Reservoir,3073,Vic,-37.7203986,145.0266231,House,3,1,780000,AUHB,Barry Plant Reservoir
1,Mattea,Ct,Reservoir,3073,Vic,-37.7322957,145.035466,Unit,1,1,385000,AUSD,HAR Rata & Co
16,Merrilands,Rd,Reservoir,3073,Vic,-37.6954647,145.0086496,House,3,1,790000,AUHB,Barry Plant Reservoir
58,Purinuan,Rd,Reservoir,3073,Vic,-37.7087843,145.0270122,Unit,2,1,690000,AUHB,James & Co Real Estate
53,Queen,St,Reservoir,3073,Vic,-37.7276737,145.0083233,Unit,2,1,590000,AUHB,S&L Reservoir
8,Sharpe,St,Reservoir,3073,Vic,-37.7252031,145.0028171,House,3,1,1210000,AUSP,hockingstuart Preston
64,Bendigo,St,Richmond,3121,Vic,-37.825594,145.0115983,House,4,2,N/A,AUPI,B&S Richmond
32,Bosisto,St,Richmond,3121,Vic,-37.8180925,144.996716,Unit,2,1,550000,AUHB,Belle Property Armadale
360,Burnley,St,Richmond,3121,Vic,-37.8252266,145.007132,Unit,2,2,N/A,AUHB,Jellis Craig Richmond & Surrounds
Oct-14,Carroll,St,Richmond,3121,Vic,-37.8227949,144.9942555,Unit,8,8,2500000,AUVB,Jellis Craig Richmond & Surrounds
54,Edinburgh,St,Richmond,3121,Vic,-37.825063,145.005507,House,4,2,1952000,AUSD,Jellis Craig Richmond & Surrounds
318,Highett,St,Richmond,3121,Vic,-37.816738,145.005084,House,2,1,1318000,AUSD,Belle Property Richmond
56,Kent,St,Richmond,3121,Vic,-37.8149631,145.0026896,House,3,2,N/A,AUHB,B&S Richmond
51,Laity,St,Richmond,3121,Vic,-37.8133057,145.0028154,House,3,2,N/A,AUSP,Jellis Craig Richmond & Surrounds
227,Lennox,St,Richmond,3121,Vic,-37.820764,144.994342,House,2,1,1620000,AUHB,Marshall White Stonnington
11,Leslie,St,Richmond,3121,Vic,-37.8122705,145.0075089,Unit,2,2,565000,AUHB,Jellis Craig Richmond & Surrounds
27,Murphy,St,Richmond,3121,Vic,-37.8175097,145.0069945,House,2,1,1090000,AUSD,B&S Richmond
69,Palmer,St,Richmond,3121,Vic,-37.8186699,145.0079178,Unit,2,2,673000,AUSD,Jellis Craig Richmond & Surrounds
49,Wellington,St,Richmond,3121,Vic,-37.8264299,144.9898053,House,2,2,N/A,AUSP,Jellis Craig Richmond & Surrounds
338,Canterbury,Rd,Ringwood,3134,Vic,-37.8326463,145.2260697,Unit,3,2,900000,AUSP,Philip Webb Ringwood
62,Mullum Mullum,Rd,Ringwood,3134,Vic,-37.8025018,145.2378757,House,5,5,1700000,AUVB,Ross Hunt Real Estate
111,New,St,Ringwood,3134,Vic,-37.8253628,145.2207638,House,3,1,N/A,AUPI,OBrien Real Estate - Blackburn
14-16,New,St,Ringwood,3134,Vic,-37.8125478,145.2198003,Unit,2,1,607500,AUHB,Philip Webb Ringwood
18,Freeman,St,Ringwood East,3135,Vic,-37.8102755,145.2499749,Unit,2,1,582500,AUSD,OBrien Real Estate - Blackburn
12,Federal,Rd,Ringwood East,3135,Vic,-37.8119052,145.2448804,Townhouse,4,3,1070000,PTSD,Philip Webb Ringwood
6,Monterey,Pl,Ringwood North,3134,Vic,-37.78970941,145.240796,House,3,1,960000,AUSD,Fletchers Maroondah
66,Coorie,Cr,Rosanna,3084,Vic,-37.741587,145.074164,Townhouse,2,1,780000,AUVB,Miles Real Estate Ivanhoe
165,Mountain View,Pde,Rosanna,3084,Vic,-37.733575,145.0612462,Townhouse,3,2,1420000,AUSP,Nelson Alexander Ivanhoe
791,Point Nepean,Rd,Rosebud,3939,Vic,-38.353504,144.915348,Unit,2,1,660000,AUSD,Belle Property Dromana
120,Bridgewater,Wy,Rowville,3178,Vic,-37.9223756,145.2432495,House,4,2,N/A,AUSD,Ray White Carnegie
12,Woodside,Dr,Rowville,3178,Vic,-37.9223533,145.2625677,House,4,2,1121000,AUSD,RW Oakleigh
15,Codrington,St,Sandringham,3191,Vic,-37.9512997,145.0166657,Unit,2,1,N/A,AUSP,Buxton Hampton East
24,Regent,Ct,Sandringham,3191,Vic,-37.9588763,145.0269244,House,4,2,N/A,AUPN,Marshall White Balwyn
2,Sandringham,Rd,Sandringham,3191,Vic,-37.9509337,145.0052214,Unit,2,1,N/A,AUSP,Hodges Sandringham
54-56,Sims,St,Sandringham,3191,Vic,-37.9538488,145.0118277,House,0,0,N/A,AUSP,Hodges Sandringham
14,James,St,Seddon,3011,Vic,-37.8054895,144.8887453,House,3,1,N/A,AUVB,Village Real Estate - Seddon
67,Walter,St,Seddon,3011,Vic,-37.8048229,144.8932157,House,3,1,N/A,AUSP,Jas Stephens Real Estate Yarraville
78,Aloha,St,South Kingsville,3015,Vic,-37.8312919,144.8740078,House,3,2,N/A,AUPI,Ray White Altona
443,Clarendon,St,South Melbourne,3205,Vic,-37.838063,144.96317,House,3,1,N/A,AUSN,Belle Property Brighton
303,Park,St,South Melbourne,3205,Vic,-37.837041,144.956063,House,2,1,N/A,AUSN,Belle Property South Melbourne
5,Briar,Ct,South Morang,3752,Vic,-37.6522957,145.090272,Unit,2,1,N/A,AUPN,Ray White Epping
14,Featherpark,Tce,South Morang,3752,Vic,-37.6364537,145.0923072,House,3,2,705000,AUSD,RW South Morang
9,Freshwater,Wy,South Morang,3752,Vic,-37.6312218,145.0845086,House,4,2,N/A,AUPI,Barry Plant Bundoora
11,Galette,Pl,South Morang,3752,Vic,-37.6354554,145.0718858,House,5,3,N/A,AUPI,Barry Plant Bundoora
2,Princetown,Dr,South Morang,3752,Vic,-37.6460844,145.0965945,House,4,2,792500,AUSD,Barry Plant Bundoora
23,Tintern,Tce,South Morang,3752,Vic,-37.6401483,145.0825567,House,3,2,575000,PTSD,Morrison Kleeman E A
19,Albion,St,South Yarra,3141,Vic,-37.8429857,144.9868067,House,4,1,N/A,AUVB,Woodards South Yarra
23,Argo,St,South Yarra,3141,Vic,-37.8437519,144.9870219,Townhouse,2,2,1485000,AUSD,Belle Property South Yarra
45,Caroline,St,South Yarra,3141,Vic,-37.8376295,144.9877968,Unit,2,1,570000,AUSD,Belle Property South Yarra
37,Darling,St,South Yarra,3141,Vic,-37.8362691,144.991691,Unit,1,1,N/A,AUSP,Biggin & Scott Stonnington
33,Kensington,Rd,South Yarra,3141,Vic,-37.8374416,145.0010093,Unit,2,1,N/A,AUHB,Biggin & Scott Stonnington
49A,Kensington,Rd,South Yarra,3141,Vic,-37.8362701,145.00116,Unit,2,1,640000,AUSD,Woodards South Yarra
263,Williams,Rd,South Yarra,3141,Vic,-37.8419176,145.0041191,Unit,2,1,1350000,AUVB,Marshall White Stonnington
90-104,Wells,St,Southbank,3006,Vic,-37.828206,144.9679382,Unit,3,2,N/A,AUPI,RW Southbank & Port Phillip
17,Grant,St,Southbank,3006,Vic,-37.8254511,144.9699408,Townhouse,4,4,N/A,PTSD,RT Edgar Toorak
20,Birmingham,St,Spotswood,3015,Vic,-37.8305109,144.8793322,House,3,2,980000,AUSP,Village Real Estate - Seddon
56,Charles,St,St Albans,3021,Vic,-37.7299674,144.7975825,House,3,1,667000,AUSD,White Knight Estate Agents
84,Atheldene,Dr,St Albans,3021,Vic,-37.7288531,144.7851316,House,3,1,650000,PTSD,Barry Plant St Albans
52,Oberon,Av,St Albans,3021,Vic,-37.7402516,144.8085752,Townhouse,3,2,645000,PTSD,Barry Plant St Albans
33,Power,St,St Albans,3021,Vic,-37.7318347,144.8121395,Unit,3,2,615000,PTSD,Barry Plant St Albans
111,Sunshine,Av,St Albans,,,,,House,3,,700000,PTSD,Barry Plant St Albans
173-177,Barkly,St,St Kilda,3182,Vic,-37.8677958,144.9808926,Unit,2,1,N/A,AUPI,Belle Property St Kilda
80,Clyde,St,St Kilda,3182,Vic,-37.8641636,144.9805239,House,2,1,N/A,AUSP,Jellis Craig Stonnington
27,Herbert,St,St Kilda,3182,Vic,-37.8723102,144.9832228,Unit,1,1,517000,AUSD,Belle Property St Kilda
26,Bailey,Av,St Kilda East,3183,Vic,-37.8753916,145.000708,House,4,2,2925000,AUSD,Jellis Craig Port Phillip Pty Ltd
250,Dandenong,Rd,St Kilda East,3183,Vic,-37.8592538,145.0006146,Unit,1,1,270000,AUHB,Belle Property St Kilda
33,Raglan,St,St Kilda East,3183,Vic,-37.864162,144.9939508,House,5,2,3150000,AUSD,Gary Peer
17,Sebastopol,St,St Kilda East,3183,Vic,-37.8646925,144.9970488,Townhouse,3,1,N/A,AUSD,Buxton Port Phillip
82,Park,St,St Kilda West,3182,Vic,-37.8570093,144.9704122,Unit,2,1,725000,AUSD,Abercromby's Real Estate
10,Balmoral,Av,Strathmore,3041,Vic,-37.7364502,144.9098102,House,4,2,N/A,AUSD,Brad Teal Woodards Essendon
52,Kernan,St,Strathmore,3041,Vic,-37.7361411,144.9144323,House,5,3,N/A,AUSP,McDonald Upton
47,Strathnaver,Av,Strathmore,3041,Vic,-37.7184763,144.9039416,House,3,1,N/A,AUSN,Brad Teal Woodards Essendon
107,Gap,Rd,Sunbury,3429,Vic,-37.5793435,144.7146692,House,3,1,556000,AUSD,RW Sunbury Pty Ltd
21,Ernest,St,Sunshine,3020,Vic,-37.7804768,144.844252,Unit,3,1,772500,AUSD,HAR West
9,McIntosh,St,Sunshine,3020,Vic,-37.7860694,144.8190539,House,4,1,1050000,AUSP,Barry Plant Sunshine
24,Omega,St,Sunshine,3020,Vic,-37.7795901,144.836192,House,3,1,990000,AUHB,Douglas Kay Estate Agents
13,Downing,St,Sunshine North,3020,Vic,-37.771115,144.839856,House,3,1,730000,AUHB,Douglas Kay Estate Agents
73,Felstead,Av,Sunshine West,3020,Vic,-37.8028632,144.8183667,House,5,2,815000,AUSP,Barry Plant Sunshine
164,Glengala,Rd,Sunshine West,3020,Vic,-37.7880722,144.8092193,House,3,1,615000,AUSD,Douglas Kay Estate Agents
3,Nurla,Ct,Sunshine West,3020,Vic,-37.7955097,144.8166918,House,3,1,N/A,AUSP,Create Vic Real Estate
20,Florence,Rd,Surrey Hills,3127,Vic,-37.8289703,145.1015621,Unit,3,1,N/A,AUSD,Noel Jones Balwyn
47,Guildford,Rd,Surrey Hills,3127,Vic,-37.8217956,145.091153,House,3,2,3080000,AUVB,Nelson Alexander Kew
88,Middlesex,Rd,Surrey Hills,3127,Vic,-37.8321907,145.0887078,House,4,2,1650000,AUVB,Jellis Craig - Boroondara
1021,Riversdale,Rd,Surrey Hills,3127,Vic,-37.8364983,145.1034677,House,4,2,N/A,AUSP,Buxton Ashburton
950,Riversdale,Rd,Surrey Hills,3127,Vic,-37.835908,145.0956965,Townhouse,3,2,N/A,AUPN,Marshall White Balwyn
14,Varzin,Av,Surrey Hills,3127,Vic,-37.8305365,145.0978226,House,4,2,N/A,AUSN,Fletchers Canterbury
18,Windsor,Cr,Surrey Hills,3127,Vic,-37.8236709,145.1010987,House,3,2,1600000,AUHB,Jellis Craig - Boroondara
4,Bolac,Pl,Taylors Hill,3037,Vic,-37.716582,144.7634758,House,4,2,880000,AUSP,White Knight Estate Agents
21,Perceval,Cr,Taylors Lakes,3038,Vic,-37.6902222,144.7676606,House,6,3,1050000,AUSD,Profesionals Taylors Lakes
20,Strzelecki,Ct,Taylors Lakes,3038,Vic,-37.6952852,144.7934391,House,4,2,986400,AUSD,Ray White Taylors Lakes
66,Greenridge,Av,Templestowe,3106,Vic,-37.7725437,145.1482325,House,4,2,1787000,AUSD,Buxton Box Hill
34,Hillcroft,Dr,Templestowe,3106,Vic,-37.7708658,145.1371307,House,4,2,N/A,AUPI,Jellis Craig Whitehorse
16-20,Oakwood,Ct,Templestowe,3106,Vic,-37.7737024,145.1558917,Townhouse,3,2,1180000,AUSP,Jellis Craig Doncaster
282,Manningham,Rd,Templestowe Lower,3107,Vic,-37.77353,145.1112864,Townhouse,3,2,N/A,AUPI,Biggin & Scott Manningham
26,Larch,St,Thomastown,3074,Vic,-37.6761866,145.0225971,Unit,2,2,575000,AUSP,HAR Rata & Co
8,Manton,Ct,Thomastown,3074,Vic,-37.6824037,145.0041514,House,3,1,720000,AUSD,HAR Rata & Co
