streetNumber,streetName,streetType,suburb,postcode,state,geoLocation/latitude,geoLocation/longitude,propertyType,bedrooms,bathrooms,price,result,agent
22,Kangaroo,Rd,Craigieburn,3064,Vic,-37.5684852,144.9006533,House,3,2,620250,AUSD,YPA EA Craigieburn
21,Peppertree,Pde,Craigieburn,3064,Vic,-37.5679987,144.9077035,House,4,2,652500,AUSD,Di Battista Real Estate
7,Spotted Gum,Ct,Craigieburn,3064,Vic,-37.5814412,144.9226477,House,4,2,N/A,AUPI,Di Battista Real Estate
19,Vulcan,Dr,Craigieburn,3064,Vic,-37.6057003,144.9067393,House,4,2,N/A,AUPI,Ray White Craigieburn
1,Walton,Cl,Craigieburn,3064,Vic,-37.6054669,144.9360413,House,3,2,655000,AUSD,HAR Hume
22,Waterford,Av,Craigieburn,3064,Vic,-37.609127,144.9225162,House,4,2,N/A,AUPI,Skad Real Estate Thomastown
46,Earlston,Cct,Cranbourne,3977,Vic,-38.1228788,145.2844814,House,2,2,1325000,AUSD,O'Brien Real Estate
44,Balmain,St,Cremorne,3121,Vic,-37.8300454,144.9924092,House,2,1,N/A,AUHB,B&S Richmond
133,Cubitt,St,Cremorne,3121,Vic,-37.8306473,144.9921902,Townhouse,3,3,1460000,AUSD,Jellis Craig Richmond & Surrounds
13,Columbia,Av,Croydon,3136,Vic,-37.7956307,145.2704042,House,4,3,N/A,AUPI,McGrath Croydon
3a,Robinson,St,Croydon,3136,Vic,-37.7936163,145.2573222,House,3,2,990000,AUSD,Noel Jones Ringwood & Croydon
65,Exeter,Rd,Croydon North,3136,Vic,-37.7698353,145.2905491,House,4,2,710000,AUSD,McGrath Croydon
65a,Exeter,Rd,Croydon North,3136,Vic,-37.7698353,145.2905491,House,4,2,460000,AUSD,McGrath Croydon
42,Faraday,Rd,Croydon South,3136,Vic,-37.8160416,145.2737722,House,3,1,N/A,AUPI,McGrath Croydon
8,Fair,Cr,Dandenong North,3175,Vic,-37.9618501,145.2234393,House,4,2,N/A,AUSN,@Realty
2,Haddon,Grn,Derrimut,3026,Vic,-37.7866803,144.7577892,House,4,2,880000,AUSD,S&L Deer Park
11,Moray,St,Diamond Creek,3089,Vic,-37.6782205,145.1470614,House,4,2,887000,AUSD,Darren Jones Real Estate
1,Greenview,Cl,Dingley Village,3172,Vic,-37.9812414,145.1292418,House,5,2,1145000,AUSD,BP Bayside
3,Shepherd,Ct,Dingley Village,3172,Vic,-37.9788965,145.1353696,House,3,2,1000000,AUSD,Buxton Real Estate Dingley Village
33-71,Spencer,St,Docklands,3008,Vic,-37.8200461,144.9542894,Unit,3,1,1150000,AUSD,Jellis Craig Port Phillip Pty Ltd
19,Cockaigne,St,Doncaster,3108,Vic,-37.7889781,145.1349537,House,6,3,N/A,AUPN,Marshall White Manningham Pty Ltd
3,Firth,St,Doncaster,3108,Vic,-37.7861581,145.1232932,Unit,2,1,665000,AUSD,Noel Jones Doncaster
3,Margot,Av,Doncaster,3108,Vic,-37.7714936,145.1338977,House,3,2,1500000,AUSD,Philip Webb Doncaster
24,Andersons Creek,Rd,Doncaster East,3109,Vic,-37.7760974,145.1673852,House,4,2,1730000,AUSP,Barry Plant Manningham
15,Devlaw,Dr,Doncaster East,3109,Vic,-37.76673943,145.1740781,House,5,3,1515000,AUSD,Barry Plant Manningham
19,Harry,St,Doncaster East,3109,Vic,-37.7956326,145.1644459,House,3,1,1280000,AUSP,Barry Plant Manningham
4,Maxia,Rd,Doncaster East,3109,Vic,-37.7980684,145.1586027,House,4,2,1568000,AUSD,Barry Plant Manningham
7,Red Hill,Tce,Doncaster East,3109,Vic,-37.76376,145.1725346,Unit,2,1,477000,AUSD,Jellis Craig Whitehorse
36,Ross,St,Doncaster East,3109,Vic,-37.7906739,145.1488146,Townhouse,3,2,1190000,AUSA,FN Real Estate Janssen & Co
19,Talford,St,Doncaster East,3109,Vic,-37.7904131,145.1655024,Townhouse,4,3,1400000,AUSP,Fletchers Manningham
12,Thomas,St,Doncaster East,3109,Vic,-37.7962203,145.1631522,House,5,2,1698000,AUSD,Fletchers Manningham
48,Thomas,St,Doncaster East,3109,Vic,-37.7989438,145.1649205,Unit,2,1,810000,AUSP,Barry Plant Manningham
79,Lisbeth,Av,Donvale,3111,Vic,-37.8023686,145.1996429,House,3,1,1430000,AUSP,Jellis Craig Doncaster
11,Oregon,Dr,Donvale,3111,Vic,-37.7924537,145.1721009,House,3,1,1365000,AUSP,Jellis Craig Doncaster
6,Ruth,St,Donvale,3111,Vic,-37.7982248,145.1716889,Unit,3,1,N/A,AUPI,Jellis Craig Doncaster
158,Cookes,Rd,Doreen,3754,Vic,-37.6004662,145.1223597,House,4,2,686000,AUSP,Barry Plant Drouin
19,Lythrum,St,Doreen,3754,Vic,-37.6000037,145.1249371,House,3,2,675000,AUSD,Ray White Bundoora
95,Latrobe,Pde,Dromana,3936,Vic,-38.3434299,144.9438477,House,4,3,1970000,AUSD,Belle Property Dromana
19,Young,St,Drouin,3818,Vic,-38.1360103,145.8619963,House,3,1,N/A,AUVB,OBrien Real Estate Clark
165,Hotham,St,East Melbourne,3002,Vic,-37.814235,144.984568,Unit,2,1,800000,AUHB,Nelson Alexander Commercial
102-104,Jolimont,St,East Melbourne,3002,Vic,-37.8164292,144.9789176,Unit,3,2,1170000,AUSD,Jellis Craig Fitzroy
171,Simpson,St,East Melbourne,3002,Vic,-37.810482,144.9886,House,2,1,2150000,AUHB,Kay & Burton - Hawthorn
45,Prentice,St,Elsternwick,3185,Vic,-37.8832231,145.0142242,House,5,2,2350000,AUSD,Gary Peer
66,Riddell,Pde,Elsternwick,3185,Vic,-37.8888874,145.0045819,Unit,2,1,730000,AUVB,Jellis Craig Stonnington
114,Brougham,St,Eltham,3095,Vic,-37.7235746,145.1513585,House,3,1,890000,AUVB,Jellis Craig - Eltham
33,Scenic,Cr,Eltham North,3095,Vic,-37.7046283,145.1441189,House,4,3,N/A,AUSD,Morrison Kleeman E A
42,Snowball,Rd,Eltham North,3095,Vic,-37.7028004,145.131742,House,3,2,1175000,AUVB,Jellis Craig Greensborough
15,Beach,Av,Elwood,3184,Vic,-37.8855558,144.9860106,Unit,2,1,751000,AUSD,Chisholm & Gamon Property - Elwood
Dec-14,Dickens,St,Elwood,3184,Vic,-37.8712168,144.986527,Unit,2,1,N/A,AUHB,Jellis Craig Port Phillip Pty Ltd
8A,Dickens,St,Elwood,3184,Vic,-37.8709544,144.9870434,Unit,3,1,1200000,AUSD,McGrath St Kilda
5,Milton,St,Elwood,3184,Vic,-37.8741797,144.9894534,Unit,2,1,500000,AUVB,Gary Peer
54,Milton,St,Elwood,3184,Vic,-37.8755667,144.984569,House,2,1,N/A,AUPI,Chisholm & Gamon Property - Elwood
55,Daniel Solander,Dr,Endeavour Hills,3802,Vic,-37.9778168,145.2571064,House,4,3,985000,AUSD,RW Dandenong
61,David Collins,Dr,Endeavour Hills,3802,Vic,-37.9921598,145.2687203,House,4,3,975500,AUSD,RW Dandenong
7,Banker,Ct,Epping,3076,Vic,-37.6501553,145.0481102,House,3,1,610000,AUSD,HAR Rata & Co
20,Frewin,St,Epping,3076,Vic,-37.6307095,145.0090155,House,4,2,620000,AUSD,Mann Estate Agents
100,Loxton,Tce,Epping,3076,Vic,-37.6415151,145.059911,House,3,2,670000,AUHB,HAR Rata & Co
32,Rockfield,St,Epping,3076,Vic,-37.6295706,145.0071645,House,3,2,N/A,AUSP,RW Mernda
51,Shields,St,Epping,3076,Vic,-37.6242809,145.0099194,House,4,2,715000,AUSP,BP Epping
3,Sorrento,Pl,Epping,3076,Vic,-37.6410571,145.0214782,House,4,2,693500,AUSD,Capital & Co. Real Estate
18,Agatha,St,Essendon,3040,Vic,-37.7549514,144.9246363,Unit,2,1,N/A,AUPN,Nelson Alexander Essendon
9,Ardoch,St,Essendon,3040,Vic,-37.7493858,144.9201413,Unit,2,1,650000,AUSP,Nelson Alexander Essendon
120,Buckley,St,Essendon,3040,Vic,-37.756554,144.914909,Unit,2,2,N/A,AUSD,Brad Teal Woodards Essendon
10,Cooper,St,Essendon,3040,Vic,-37.7534351,144.8974662,Unit,2,2,800500,AUSD,Alexkarbon Real Estate
18,Cooper,St,Essendon,3040,Vic,-37.7527422,144.8975808,Townhouse,2,2,756000,AUSP,Barry Plant Essendon
60,Glass,St,Essendon,3040,Vic,-37.7463815,144.9177002,House,4,3,2752000,AUSD,Brad Teal Woodards Essendon
28,Lawson,St,Essendon,3040,Vic,-37.7582187,144.9324332,Unit,2,1,851000,AUSD,Nelson Alexander Essendon
46A,Market,St,Essendon,3040,Vic,-37.7441972,144.9054248,House,4,1,N/A,AUSP,Rendina Real Estate
239,Pascoe Vale,Rd,Essendon,3040,Vic,-37.75302,144.925161,Townhouse,3,2,800000,AUSP,Barry Plant Essendon
87,Spencer,St,Essendon,3040,Vic,-37.7457991,144.895752,Townhouse,2,1,N/A,AUSP,Burnham Real Estate
2,Keam,St,Essendon North,3041,Vic,-37.7393935,144.9001584,House,3,1,1550000,AUSD,MATTHEWS
7,Raleigh,Gr,Essendon North,3041,Vic,-37.7378207,144.9026733,House,4,3,1400000,AUSD,Brad Teal Woodards Essendon
19,Hampton,Rd,Essendon West,3040,Vic,-37.7511533,144.8874557,House,2,1,N/A,AUSP,Jellis Craig Moonee Valley
3,Lily,St,Essendon West,3040,Vic,-37.7535478,144.8821045,House,4,2,N/A,AUSA,Brad Teal Woodards Essendon
27,View,St,Essendon West,3040,Vic,-37.7542018,144.8828996,House,3,1,1660000,AUSP,Nelson Alexander Essendon
29,Rathmines,St,Fairfield,3078,Vic,-37.7810985,145.0159119,Villa,2,1,763000,AUSD,Jellis Craig Northcote
67,Rathmines,St,Fairfield,3078,Vic,-37.7776486,145.0163336,House,3,1,N/A,AUSD,Nelson Alexander Northcote
193,Wingrove,St,Fairfield,3078,Vic,-37.7788514,145.0206386,House,4,1,2010000,AUSP,Nelson Alexander Northcote
224,Arthur,St,Fairfield,3078,Vic,-37.7696922,145.0203095,Townhouse,3,1,925000,PTSD,McGrath Northcote
34,Frederick,St,Fawkner,3060,Vic,-37.7089825,144.971789,House,3,1,685000,AUSD,RW Coburg
4,Mutton,Rd,Fawkner,3060,Vic,-37.7150016,144.9679472,House,3,1,760000,AUSD,Eview Group - C+M Residential
17,Adele,Av,Ferntree Gully,3156,Vic,-37.8843918,145.2767516,House,3,1,800000,AUSA,Ray White Ferntree Gully
21,Dobson,St,Ferntree Gully,3156,Vic,-37.8805065,145.2643163,House,5,3,956000,AUSD,Ray White Ferntree Gully
18,Hancock,Dr,Ferntree Gully,3156,Vic,-37.893252,145.2788675,House,4,2,1231000,AUSD,RW Rowville
85,Linda,Cr,Ferntree Gully,3156,Vic,-37.8749686,145.2689362,House,3,1,800000,AUSA,Ray White Ferntree Gully
20,Lydford,Rd,Ferntree Gully,3156,Vic,-37.8873106,145.2730381,House,3,1,800000,AUSA,Ray White Ferntree Gully
1,Piperita,Rd,Ferntree Gully,3156,Vic,-37.8729491,145.2612941,House,6,2,845500,AUSD,Ray White Ferntree Gully
106,Charles,St,Fitzroy,3065,Vic,-37.803503,144.983088,House,3,1,1350000,AUSD,Kay & Burton South Yarra
109,Leicester,St,Fitzroy,3065,Vic,-37.795337,144.979931,House,2,1,1113000,AUSD,Jellis Craig Fitzroy
121,Moor,St,Fitzroy,3065,Vic,-37.801566,144.978938,House,2,1,1300000,AUSD,Nelson Alexander Commercial
763,Brunswick,St,Fitzroy North,3068,Vic,-37.7838474,144.9810833,House,2,1,N/A,AUSP,Nelson Alexander Commercial
815,Brunswick,St,Fitzroy North,3068,Vic,-37.7823165,144.9814596,House,3,2,2826000,AUSD,R&H Ascot Vale
840,Brunswick,St,Fitzroy North,3068,Vic,-37.7817166,144.9819332,House,4,2,2252000,AUSD,Nelson Alexander Commercial
18,Mark,St,Fitzroy North,3068,Vic,-37.7845113,144.9857309,House,4,2,N/A,AUSD,Jellis Craig Fitzroy
18,Rae,St,Fitzroy North,3068,Vic,-37.7924352,144.9786306,House,3,1,1400000,AUHB,Woodards
55,Princes,St,Flemington,3031,Vic,-37.7863519,144.9334178,House,2,1,1020000,AUSP,Nelson Alexander Flemington
50,Moore,St,Footscray,3011,Vic,-37.798065,144.903593,Townhouse,2,1,670000,AUVB,Jas Stephens Real Estate Yarraville
1,Wingfield,St,Footscray,3011,Vic,-37.8016983,144.9069726,House,4,1,N/A,AUHB,Buxton Inner West
11,Golden Glen,Rd,Forest Hill,3131,Vic,-37.8439582,145.1610607,House,4,2,1693000,AUSD,Fletchers Blackburn
242A,Heatherhill,Rd,Frankston,3199,Vic,-38.1666957,145.1603707,House,3,1,N/A,AUPI,Ray White Frankston
2,Helvetia,Ct,Frankston,3199,Vic,-38.1619501,145.1335526,House,3,1,735000,AUHB,Eview Group
8,Kitara,Ct,Frankston,3199,Vic,-38.1571333,145.1555411,House,4,3,N/A,AUPN,HS Frankston
29,Meerlu,Av,Frankston,3199,Vic,-38.1467999,145.1572012,House,3,1,N/A,AUHB,HS Frankston
4,Napier,Ct,Frankston,3199,Vic,-38.143809,145.168586,House,3,2,845000,AUSD,Ray White Carnegie
15,Tara,Dr,Frankston,3199,Vic,-38.1589876,145.1248019,House,4,2,1255000,AUSD,Ray White Frankston
77,Warrawee,Cct,Frankston,3199,Vic,-38.1331569,145.1653299,House,3,2,842000,AUSD,Ray White Frankston
12,Cricklewood,Av,Frankston,,,,,House,3,,760000,PTSD,O'Brien Real Estate
435,Nepean,Hwy,Frankston,,,,,Unit,1,,171000,PTSD,O'Brien Real Estate
435,Nepean,Hwy,Frankston,,,,,Unit,1,,242500,PTSD,O'Brien Real Estate
10,Darley,Ct,Frankston North,3200,Vic,-38.1166671,145.1562741,House,4,2,752000,AUHB,HS Frankston
83,Brunning,Cr,Frankston North,3200,Vic,-38.1235184,145.1605001,House,2,1,618000,PTSD,O'Brien Real Estate
16,Ribbon,Ct,Frankston North,3200,Vic,-38.1228821,145.156104,Unit,3,2,587000,PTSD,O'Brien Real Estate
8,Tallowwood,St,Frankston North,,,,,House,3,,651000,PTSD,O'Brien Real Estate
2,Fleetwood,Cr,Frankston South,3199,Vic,-38.1615122,145.1043972,House,3,2,1215000,AUSD,Eview Group
44,Burnleigh,Dr,Gladstone Park,3043,Vic,-37.6929431,144.8921841,House,4,1,740000,AUSP,Barry Plant Gladstone Park
15,Manchester,Gr,Glen Huntly,3163,Vic,-37.887862,145.040701,Unit,2,2,N/A,AUSP,Woodards Carnegie
22,Aintree,Rd,Glen Iris,3146,Vic,-37.8565456,145.0442433,Unit,2,1,N/A,AUSP,Jellis Craig Stonnington
34,Edgar,St,Glen Iris,3146,Vic,-37.8550669,145.0458494,Unit,3,1,N/A,AUPN,Marshall White Balwyn
12,Grandview,Rd,Glen Iris,3146,Vic,-37.8623815,145.055001,House,4,3,N/A,AUSD,Marshall White Stonnington
37,Hilltop,Av,Glen Iris,3146,Vic,-37.8659427,145.0738243,House,4,2,N/A,AUSN,WHITEFOX Real Estate - Brighton
9,Richards,Av,Glen Iris,3146,Vic,-37.8520678,145.0617848,House,3,1,N/A,AUSP,Fellowship Kew
8,Rowen,St,Glen Iris,3146,Vic,-37.8581159,145.0861889,House,4,2,N/A,AUSD,Jellis Craig - Boroondara
12,Straughan,St,Glen Iris,3146,Vic,-37.8499984,145.078757,House,4,3,1900000,AUSD,Shelter Real Estate
4,Webb,St,Glen Iris,3146,Vic,-37.8492141,145.0664582,House,4,2,3000000,AUVB,Marshall White Stonnington
88,Blackburn,Rd,Glen Waverley,3150,Vic,-37.8709762,145.1491166,House,4,1,N/A,AUSN,HAR Judd White
32,Maylands,Cr,Glen Waverley,3150,Vic,-37.9038878,145.1716696,House,5,2,1390000,AUSD,RW Oakleigh
25,Pippin,Av,Glen Waverley,3150,Vic,-37.8676665,145.1500219,House,4,3,1650000,AUVB,Residence Real Estate
3,Watsons,Rd,Glen Waverley,3150,Vic,-37.8901767,145.1699876,Unit,3,2,1017000,AUSD,Jellis Craig Monash
30,Churchill,St,Glenroy,3046,Vic,-37.7003538,144.9208607,Townhouse,4,2,830888,AUSD,Barry Plant Glenroy
64,Langton,St,Glenroy,3046,Vic,-37.6976114,144.9143376,Townhouse,3,1,655000,AUSP,Eview Group - C+M Residential
4,Melbourne,Av,Glenroy,3046,Vic,-37.7045401,144.9383746,House,3,1,850000,AUHB,S&L Glenroy
59,Morell,St,Glenroy,3046,Vic,-37.7021677,144.9465361,House,3,1,900000,AUSP,S&L Glenroy
16,Hannah Pascoe,Dr,Gowanbrae,3043,Vic,-37.706264,144.8985892,House,5,2,1380000,AUSP,Nelson Alexander Essendon
7,Echuca,Rd,Greensborough,3088,Vic,-37.708948,145.106731,Unit,2,2,733000,AUSD,Haughton Stotts Real Estate
197,Nepean,St,Greensborough,3088,Vic,-37.7132597,145.104933,House,4,2,880000,AUSP,Darren Jones Real Estate
227-229,Nepean,St,Greensborough,,,,,Unit,2,,335000,PTSD,Darren Jones Real Estate
14,Palazzo,Ct,Greenvale,3059,Vic,-37.6540623,144.8991266,House,5,2,1040000,AUSP,Barry Plant Gladstone Park
20,Peter,St,Grovedale,3216,Vic,-38.2058968,144.337898,House,3,1,N/A,AUSP,BP Real Estate Highton
91,Middle,St,Hadfield,3046,Vic,-37.7100254,144.9435251,House,3,1,950000,AUVB,HAR Coburg
4,Rubicon,Ct,Hallam,3803,Vic,-38.0141095,145.2771402,House,4,2,N/A,AUPI,HockingStuart Dandenong
28,Sladen,St,Hamlyn Heights,3215,Vic,-38.1258054,144.3203518,House,3,1,N/A,AUPN,Belle Property Geelong
33,Vines,Rd,Hamlyn Heights,3215,Vic,-38.126058,144.3276089,House,3,1,710000,AUSD,Hayeswinckle East Geelong
95,Highett,Rd,Hampton,3188,Vic,-37.9461509,145.0214782,Unit,2,1,N/A,AUSP,Buxton Sandringham
5,Kanowna,St,Hampton,3188,Vic,-37.9438939,145.0098333,House,4,2,N/A,AUSP,Hodges Sandringham
60,Ludstone,St,Hampton,3188,Vic,-37.9340722,145.009941,House,5,3,N/A,AUPI,Belle Property Sandringham
66,Raynes Park,Rd,Hampton,3188,Vic,-37.9372865,145.0195771,House,3,3,N/A,AUPI,Belle Property Sandringham
42,Sargood,St,Hampton,3188,Vic,-37.9418252,145.0114691,House,5,3,N/A,AUSN,Belle Property Sandringham
18,Kelsall,Ct,Hampton East,3188,Vic,-37.9423374,145.0317252,House,4,1,N/A,AUSD,Jellis Craig - Brighton
58A,Widdop,Cr,Hampton East,3188,Vic,-37.940242,145.0298458,House,4,2,650000,AUHB,Hodges Sandringham
70,Church,St,Hawthorn,3122,Vic,-37.8153052,145.0210264,Unit,3,1,650000,AUSP,B&S Richmond
103,Kooyongkoot,Rd,Hawthorn,3122,Vic,-37.8369298,145.0378249,House,3,3,N/A,AUSD,Belle Property Armadale
59,Kooyongkoot,Rd,Hawthorn,3122,Vic,-37.8337418,145.0385501,House,4,2,2500000,AUVB,Marshall White Balwyn
8,Little Church,St,Hawthorn,3122,Vic,-37.8134952,145.0216713,Townhouse,3,2,1825000,AUHB,Marshall White Balwyn
177,Power,St,Hawthorn,3122,Vic,-37.8265035,145.025805,Unit,2,1,N/A,AUSD,Woodards Camberwell
22,Wattle,Rd,Hawthorn,3122,Vic,-37.8250207,145.0277855,Unit,2,2,N/A,AUSD,Marshall White Balwyn
8,Coppin,Gr,Hawthorn,3122,Vic,-37.8216397,145.0170009,Unit,3,1,N/A,PTSD,RT Edgar Toorak
789-791,Burwood,Rd,Hawthorn East,3123,Vic,-37.8242427,145.0519,Unit,2,1,N/A,AUSD,Woodards Camberwell
1,Carnarvon,St,Hawthorn East,3123,Vic,-37.8289186,145.0478087,House,3,2,2508000,AUSP,Marshall White Balwyn
25,Cole,St,Hawthorn East,3123,Vic,-37.8352703,145.0495313,House,4,3,N/A,AUSD,Anton Zhouk
386,Riversdale,Rd,Hawthorn East,3123,Vic,-37.8310922,145.0522876,House,3,1,N/A,AUPI,Woodards Camberwell
45-47,St Helens,Rd,Hawthorn East,3123,Vic,-37.8363678,145.0508818,House,4,2,3250000,AUHB,Woodards Camberwell
423,Tooronga,Rd,Hawthorn East,3123,Vic,-37.8389483,145.045677,Unit,2,1,578000,AUSD,Fletchers Balwyn North
154,Victoria,Rd,Hawthorn East,3123,Vic,-37.8235753,145.0562932,House,5,4,N/A,AUVB,Abercromby's Real Estate
88-92,Victoria,Rd,Hawthorn East,3123,Vic,-37.8228759,145.0515043,Unit,2,1,N/A,AUSP,Marshall White Balwyn
3,Cartmell,St,Heidelberg,3084,Vic,-37.7554071,145.0666735,Unit,2,1,620000,PTSD,Miles Real Estate Ivanhoe
104,Bamfield,Rd,Heidelberg Heights,3081,Vic,-37.7355809,145.0567015,House,3,2,720000,AUSP,Noel Jones Blackburn
82,Dresden,St,Heidelberg Heights,3081,Vic,-37.7466332,145.0560777,House,4,1,1300000,AUVB,Nelson Alexander Ivanhoe
26,Dalmont,St,Highett,3190,Vic,-37.9487885,145.0258401,Unit,2,1,700000,AUSP,Buxton Bentleigh
6,Hazel,Av,Highett,3190,Vic,-37.9451185,145.031919,House,3,1,N/A,AUPI,Buxton Sandringham
132B,Highett,Rd,Highett,3190,Vic,-37.9470352,145.0253399,House,3,2,1600000,AUSD,Hodges Sandringham
17,Matthieson,St,Highett,3190,Vic,-37.9542953,145.0515981,House,3,1,N/A,AUSD,Buxton Hampton East
56,Matthieson,St,Highett,3190,Vic,-37.9564781,145.0526322,Townhouse,4,3,N/A,AUVB,Ray White Cheltenham
41,Middleton,St,Highett,3190,Vic,-37.949219,145.0392821,House,5,5,3150000,AUHB,Buxton Bentleigh
49,Spring,Rd,Highett,3190,Vic,-37.9444773,145.0323926,House,3,1,1240000,AUSD,Buxton Hampton East
5,Wickenby,Ct,Highton,3216,Vic,-38.1914906,144.3179827,House,4,2,1372500,AUSD,Buxton - Highton
2,Apollo,Ct,Hillside,3037,Vic,-37.6841083,144.7410748,House,3,2,860000,AUSD,White Knight Estate Agents
63,Bourke,Cr,Hoppers Crossing,3029,Vic,-37.8689648,144.685249,House,3,2,655000,AUSD,Ray White Werribee
92,Derrimut,Rd,Hoppers Crossing,3029,Vic,-37.8801475,144.6828478,House,3,1,1100000,AUSP,YPA Estate Agents Wyndham City
22,Yandina,Rd,Hoppers Crossing,3029,Vic,-37.859452,144.681484,House,3,1,420000,AUSD,YPA Estate Agents Wyndham City
13,Fintonia,St,Hughesdale,3166,Vic,-37.9032964,145.0768614,House,4,2,N/A,AUSN,Ray White Carnegie
103,Willesden,Rd,Hughesdale,3166,Vic,-37.897496,145.085914,Townhouse,2,1,846000,AUSD,Ray White Carnegie
13,Golf View,Dr,Invermay Park,3350,Vic,-37.5303413,143.8589747,House,4,2,710000,AUHB,Ray White Ballarat
128,Green,St,Ivanhoe,3079,Vic,-37.7634721,145.0293786,House,3,1,1600000,AUVB,Nelson Alexander Ivanhoe
383,Upper Heidelberg,Rd,Ivanhoe,3079,Vic,-37.7589346,145.0525591,Townhouse,3,2,1160000,AUVB,Fletchers Canterbury
1,Vinct,Cl,Keilor Downs,3038,Vic,-37.7137965,144.8025419,House,4,2,850000,AUSD,Nicole Gervasi Real Estate
18,Armstrong,Cl,Keilor East,3033,Vic,-37.7358505,144.8587047,House,4,2,N/A,AUPI,Barry Plant Keilor East
75,Lincoln,Dr,Keilor East,3033,Vic,-37.7427577,144.8681583,House,4,1,1164000,AUSP,Moonee Valley Real Estate
81,Milleara,Rd,Keilor East,3033,Vic,-37.7360157,144.8641189,House,4,2,1190000,AUSP,Barry Plant Coburg
42,The Crossway,,Keilor East,3033,Vic,-37.7462712,144.8621852,House,3,1,960000,AUSD,Nelson Alexander Keilor East
100-102,Fairbairn,Dr,Kensington,3031,Vic,-37.7973575,144.9199582,House,4,2,1670000,AUSD,Edward Thomas
16,Gardner,La,Kensington,3031,Vic,-37.7920532,144.9223472,House,3,2,1223000,AUSA,Belle Property Carlton
60,Campbell,St,Kew,3101,Vic,-37.8023056,145.05625,House,3,1,N/A,AUPN,Marshall White Balwyn
7,Churchill,St,Kew,3101,Vic,-37.79995,145.045442,Unit,2,1,700000,AUVB,Nelson Alexander Kew
54,Gladstone,St,Kew,3101,Vic,-37.8001398,145.0414352,House,3,2,N/A,AUSD,Nelson Alexander Kew
37,Heather,Gr,Kew,3101,Vic,-37.8045895,145.0594372,House,4,2,N/A,AUPI,Nelson Alexander Kew
10,Lytton,St,Kew,3101,Vic,-37.8112565,145.0475718,House,5,4,7575000,AUSP,Marshall White Balwyn
46,Mary,St,Kew,3101,Vic,-37.8053332,145.0385178,House,3,2,2000000,AUVB,Marshall White Balwyn
62,Mary,St,Kew,3101,Vic,-37.804657,145.0385032,Unit,2,1,N/A,AUSD,Nelson Alexander Kew
142,Princess,St,Kew,3101,Vic,-37.7972904,145.0309717,Townhouse,3,3,N/A,AUPI,FN Real Estate Janssen & Co
12,Clyde,St,Kew East,3102,Vic,-37.7959346,145.0554187,House,4,3,N/A,AUSD,Marshall White Balwyn
4,Riverside,Dr,Kew East,3102,Vic,-37.7904779,145.0633999,House,4,3,N/A,AUPN,Marshall White Balwyn
108,Church,Rd,Keysborough,3173,Vic,-38.0019822,145.173048,Townhouse,2,2,678000,AUSD,FN JXRE
30A,Byron,Rd,Kilsyth,3137,Vic,-37.8047069,145.3042192,House,4,2,875000,AUSD,Philip Webb Ringwood
127,Gillespie,Rd,Kings Park,3021,Vic,-37.7338641,144.7755586,House,3,1,600000,AUSD,RW St Albans
5,Cash,St,Kingsbury,3083,Vic,-37.7155967,145.0424687,House,5,2,757000,AUSD,Ray White Bundoora
28,Belindavale,Dr,Knoxfield,3180,Vic,-37.8829983,145.2400985,House,4,2,N/A,AUSN,Noel Jones Wantirna
48,Lloyd,St N,Knoxfield,3180,Vic,-37.8874089,145.2540844,House,4,2,N/A,AUSP,Barry Plant Wantirna
19,Jocelyn,St,Lalor,3075,Vic,-37.6625812,145.0026449,House,3,1,715000,AUSD,Barry Plant Bundoora
59a,Mosaic,Dr,Lalor,3075,Vic,-37.6652292,144.9910242,House,3,3,640000,AUSP,HAR Rata & Co
14,Teal,Cr,Lalor,3075,Vic,-37.6617573,145.0169584,Townhouse,3,2,670000,AUSP,HAR Rata & Co
85,William,St,Lalor,3075,Vic,-37.674157,145.0278717,Townhouse,2,1,520000,AUSD,RW Reservoir
20-22,Alma,St,Lower Plenty,3093,Vic,-37.7248732,145.1147159,House,3,2,750000,PTSD,Darren Jones Real Estate
56,Ferguson,St,Macleod,3085,Vic,-37.7280996,145.0744705,House,2,1,922000,AUSD,Nelson Alexander Ivanhoe
39,Norfolk,St,Maidstone,3012,Vic,-37.7888083,144.8797191,House,3,1,825000,AUHB,Burnham Real Estate
21a,Richelieu,St,Maidstone,3012,Vic,-37.7903874,144.870845,Townhouse,2,2,720000,AUSP,Trimson Partners
19,Eva,St,Malvern,3144,Vic,-37.8557662,145.0373013,House,3,2,N/A,AUSP,RT Edgar Toorak
2B,Northbrook,Av,Malvern,3144,Vic,-37.8568119,145.0330805,House,3,2,N/A,AUSD,Kay & Burton Armadale
42,Burke,Rd,Malvern East,3145,Vic,-37.8744665,145.0488581,Unit,2,1,792000,AUSD,Gary Peer
29,Grant,St,Malvern East,3145,Vic,-37.8715494,145.0523772,Unit,2,1,850000,AUSD,Belle Property Caulfield
3,Villers,Sq,Malvern East,3145,Vic,-37.8832302,145.0632276,House,4,2,N/A,AUSD,Buxton Ashburton
32,La Scala,Av,Maribyrnong,3032,Vic,-37.7812108,144.8935385,Unit,2,2,N/A,AUPI,RW Brunswick
8,Hall,St,McKinnon,3204,Vic,-37.9136755,145.0470335,House,4,2,2328000,AUSP,Jellis Craig Bentleigh
